idx,date,code,company,title,target,opinion,analyst,broker
645605,2026-01-14,229640,LS에코에너지,"희토류 사업 표면화, 기대가치 상향. 목표주가 유지 LS에코에너지(229640) 희토류 사업 표면화, 기대가치 상향. 목표주가 유지 희토류 사업 표면화, 기대가치 상향. 목표주가 유지",57000,Buy,성종화,LS증권
645604,2026-01-14,012450,한화에어로스페이스,4Q25 Preview: 여전히 열려있는 잠재적 수요처 한화에어로스페이스(012450) 4Q25 Preview: 여전히 열려있는 잠재적 수요처 4Q25 Preview: 여전히 열려있는 잠재적 수요처,1520000,Buy,최정환,LS증권
645603,2026-01-14,004370,농심,4분기 일시적인 비용 증가 농심(004370) 4분기 일시적인 비용 증가 4분기 일시적인 비용 증가,53000,Buy,박성호,LS증권
645602,2026-01-14,142210,유니트론텍,차량용 메모리 반도체 공급 유니트론텍(142210) 차량용 메모리 반도체 공급 차량용 메모리 반도체 공급,0,Not Rated,정홍식,LS증권
645601,2026-01-14,079960,동양이엔피,"대규모 순현금, 수익성 개선, 저평가 동양이엔피(079960) 대규모 순현금, 수익성 개선, 저평가 대규모 순현금, 수익성 개선, 저평가",0,Not Rated,정홍식,LS증권
645599,2026-01-14,000720,현대건설,밸류를 정당화해볼까요? 현대건설(000720) 밸류를 정당화해볼까요? 밸류를 정당화해볼까요?,120000,Buy,배세호,iM증권
645597,2026-01-14,375500,DL이앤씨,비용 반영보다 아쉬운 수주 DL이앤씨(375500) 비용 반영보다 아쉬운 수주 비용 반영보다 아쉬운 수주,460000,Hold,류태환,유진투자증권
645588,2026-01-13,353810,이지바이오,글로벌 사료첨가제 기업으로의 전환 이지바이오(353810) 글로벌 사료첨가제 기업으로의 전환 글로벌 사료첨가제 기업으로의 전환,0,N/A,"조영환,박규연",한국IR협의회
645586,2026-01-13,014790,HL D&I,하이닉스 옆 자체사업 HL D&I(014790) 하이닉스 옆 자체사업 하이닉스 옆 자체사업,3800,Buy,"송유림,김예인",한화투자증권
645585,2026-01-13,352820,하이브,"어닝 쇼크는 4Q25가 마지막, 이제 영광스러울 준비만… 하이브(352820) 어닝 쇼크는 4Q25가 마지막, 이제 영광스러울 준비만… 어닝 쇼크는 4Q25가 마지막, 이제 영광스러울 준비만…",410000,Buy,박수영,한화투자증권
645584,2026-01-13,088350,한화생명,경상 체력의 안정적인 시현이 필요 한화생명(088350) 경상 체력의 안정적인 시현이 필요 경상 체력의 안정적인 시현이 필요,3600,Buy,김도하,한화투자증권
645583,2026-01-13,032830,삼성생명,총자산의 19%가 전자 지분 삼성생명(032830) 총자산의 19%가 전자 지분 총자산의 19%가 전자 지분,176000,Hold,김도하,한화투자증권
645580,2026-01-13,014680,한솔케미칼,점진적 업사이클 반영의 해 한솔케미칼(014680) 점진적 업사이클 반영의 해 점진적 업사이클 반영의 해,310000,Buy,김동관,메리츠증권
645578,2026-01-13,251270,넷마블,확인된 바닥. 이제는 살 때 넷마블(251270) 확인된 바닥. 이제는 살 때 확인된 바닥. 이제는 살 때,69000,Buy,이효진,메리츠증권
645576,2026-01-13,007660,이수페타시스,"2026년, 멈추지 않는 흐름 이수페타시스(007660) 2026년, 멈추지 않는 흐름 2026년, 멈추지 않는 흐름",160000,Buy,양승수,메리츠증권
645574,2026-01-13,000120,CJ대한통운,더욱 기대되는 2026년 CJ대한통운(000120) 더욱 기대되는 2026년 더욱 기대되는 2026년,120000,Buy,최지운,유안타증권
645568,2026-01-13,036570,엔씨소프트,1분기부터가 진짜 실적 엔씨소프트(036570) 1분기부터가 진짜 실적 1분기부터가 진짜 실적,300000,매수,남효지,SK증권
645567,2026-01-13,251270,넷마블,신작만 잘 해준다면 올해도 끄떡없을 것 넷마블(251270) 신작만 잘 해준다면 올해도 끄떡없을 것 신작만 잘 해준다면 올해도 끄떡없을 것,79000,매수,남효지,SK증권
645564,2026-01-13,240810,원익IPS,파운드리도 있죠 원익IPS(240810) 파운드리도 있죠 파운드리도 있죠,100000,매수,이동주,SK증권
645559,2026-01-13,012330,현대모비스,로봇으로 Value up 현대모비스(012330) 로봇으로 Value up 로봇으로 Value up,485000,Buy,이병근,LS증권
645556,2026-01-13,006360,GS건설,내실을 다지는 구간 GS건설(006360) 내실을 다지는 구간 내실을 다지는 구간,24000,Buy,류태환,유진투자증권
645547,2026-01-12,298830,슈어소프트테크,소프트웨어 검증 분야를 선도하는 작지만 알찬 기업 슈어소프트테크(298830) 소프트웨어 검증 분야를 선도하는 작지만 알찬 기업 소프트웨어 검증 분야를 선도하는 작지만 알찬 기업,0,N/A,"백종석,김혜빈",한국IR협의회
645546,2026-01-12,163280,에어레인,기체분리막 전문기업 에어레인(163280) 기체분리막 전문기업 기체분리막 전문기업,0,N/A,"김선호,이희경",한국IR협의회
645545,2026-01-12,373220,LG에너지솔루션,4Q25 잠정실적 코멘트 –4Q25 실적 기대치 부합. 1H26 걱정은 여전 LG에너지솔루션(373220) 4Q25 잠정실적 코멘트 –4Q25 실적 기대치 부합. 1H26 걱정은 여전 4Q25 잠정실적 코멘트 –4Q25 실적 기대치 부합. 1H26 걱정은 여전,500000,Buy,이용욱,한화투자증권
645541,2026-01-12,042660,한화오션,지정학적 불확실성 속에서 찾는 기회 한화오션(042660) 지정학적 불확실성 속에서 찾는 기회 지정학적 불확실성 속에서 찾는 기회,165000,Buy,"배성조,김나우",한화투자증권
645536,2026-01-12,005300,롯데칠성,탐방 Comment 롯데칠성(005300) 탐방 Comment 탐방 Comment,0,N/A,"김정욱, 황홍진",메리츠증권
645535,2026-01-12,103140,풍산,신동부문이 만드는 컨센서스 상회 풍산(103140) 신동부문이 만드는 컨센서스 상회 신동부문이 만드는 컨센서스 상회,0,Not Rated,"장재혁,김아현",메리츠증권
645531,2026-01-12,042660,한화오션,4Q25 Preview: 일희일비 할 필요 없다 한화오션(042660) 4Q25 Preview: 일희일비 할 필요 없다 4Q25 Preview: 일희일비 할 필요 없다,160000,Buy,배기연,메리츠증권
645530,2026-01-12,066570,LG전자,4Q25P – 실망보다는 기대감으로 바라볼 시기 LG전자(066570) 4Q25P – 실망보다는 기대감으로 바라볼 시기 4Q25P – 실망보다는 기대감으로 바라볼 시기,0,N/A,양승수,메리츠증권
645527,2026-01-12,148150,세경하이테크,내상 회복에 전념 세경하이테크(148150) 내상 회복에 전념 내상 회복에 전념,6500,Buy,양승수,메리츠증권
645524,2026-01-12,462870,시프트업,2027을 기다리며 시프트업(462870) 2027을 기다리며 2027을 기다리며,43000,Hold,이효진,메리츠증권
645523,2026-01-12,259960,크래프톤,증명해야 할 것이 많아진 2026년 크래프톤(259960) 증명해야 할 것이 많아진 2026년 증명해야 할 것이 많아진 2026년,300000,Buy,이효진,메리츠증권
645520,2026-01-12,042660,한화오션,"4분기 기쁜 일회성 비용, 26년 특장점 발현 한화오션(042660) 4분기 기쁜 일회성 비용, 26년 특장점 발현 4분기 기쁜 일회성 비용, 26년 특장점 발현",179000,Buy,김용민,유안타증권
645519,2026-01-12,010140,삼성중공업,"4분기 순항, 올해는 23-24년 수주물량 인식 삼성중공업(010140) 4분기 순항, 올해는 23-24년 수주물량 인식 4분기 순항, 올해는 23-24년 수주물량 인식",34000,Buy,김용민,유안타증권
645518,2026-01-12,047050,포스코인터내셔널,알고 보면 심플하다 포스코인터내셔널(047050) 알고 보면 심플하다 알고 보면 심플하다,66000,Buy,이현수,유안타증권
645517,2026-01-12,006650,대한유화,2026년 이익 3배 성장 기대된다! 대한유화(006650) 2026년 이익 3배 성장 기대된다! 2026년 이익 3배 성장 기대된다!,220000,Buy,"황규원,서석준",유안타증권
645514,2026-01-12,035720,카카오,어닝 서프가 없어도 긍정적인 이유: 톡비즈 성장 속도 카카오(035720) 어닝 서프가 없어도 긍정적인 이유: 톡비즈 성장 속도 어닝 서프가 없어도 긍정적인 이유: 톡비즈 성장 속도,81000,Buy,이지은,대신증권
645513,2026-01-12,036570,엔씨소프트,아이온2 이후가 보이기 시작했다 엔씨소프트(036570) 아이온2 이후가 보이기 시작했다 아이온2 이후가 보이기 시작했다,300000,Buy,이지은,대신증권
645506,2026-01-12,383220,F&F,실적 회복 중 F&F(383220) 실적 회복 중 실적 회복 중,90000,매수,형권훈,SK증권
645505,2026-01-12,278470,에이피알,순항 중 에이피알(278470) 순항 중 순항 중,320000,매수,형권훈,SK증권
645500,2026-01-12,241560,두산밥캣,4Q25 Preview: 견고한 리테일 수요 확인 두산밥캣(241560) 4Q25 Preview: 견고한 리테일 수요 확인 4Q25 Preview: 견고한 리테일 수요 확인,71000,Buy,최정환,LS증권
645499,2026-01-12,145020,휴젤,미국∙중국 수출 성장 속도에 대한 관심 휴젤(145020) 미국∙중국 수출 성장 속도에 대한 관심 미국∙중국 수출 성장 속도에 대한 관심,360000,Buy,조은애,LS증권
645498,2026-01-12,298040,효성중공업,"4Q25 숨고르기. But, 고성장 방향성 이상없다 효성중공업(298040) 4Q25 숨고르기. But, 고성장 방향성 이상없다 4Q25 숨고르기. But, 고성장 방향성 이상없다",2820000,Buy,-,LS증권
645497,2026-01-12,000270,기아,신차 효과가 기대되는 2026년 기아(000270) 신차 효과가 기대되는 2026년 신차 효과가 기대되는 2026년,155000,Buy,이병근,LS증권
645494,2026-01-12,066570,LG전자,4Q25 잠정실적 코멘트 LG전자(066570) 4Q25 잠정실적 코멘트 4Q25 잠정실적 코멘트,110000,Buy,고의영,iM증권
645493,2026-01-12,003550,LG,개정상법으로 지배구조 개선되면서 동사 수혜 LG(003550) 개정상법으로 지배구조 개선되면서 동사 수혜 개정상법으로 지배구조 개선되면서 동사 수혜,115000,Buy,"이상헌, 장호",iM증권
645492,2026-01-12,082920,비츠로셀,트럼프 2.0 시대 군용전지 및 시추 수요 확대로 성장세 가속화 비츠로셀(082920) 트럼프 2.0 시대 군용전지 및 시추 수요 확대로 성장세 가속화 트럼프 2.0 시대 군용전지 및 시추 수요 확대로 성장세 가속화,0,nr,"이상헌, 장호",iM증권
645491,2026-01-12,003160,디아이,올해 신규 수주 가시화로 사상 최대 실적 예상 디아이(003160) 올해 신규 수주 가시화로 사상 최대 실적 예상 올해 신규 수주 가시화로 사상 최대 실적 예상,0,nr,"이상헌, 장호",iM증권
645490,2026-01-12,451760,컨텍,지상국 서비스 본격화로 수익성 개선 가시화 컨텍(451760) 지상국 서비스 본격화로 수익성 개선 가시화 지상국 서비스 본격화로 수익성 개선 가시화,0,nr,"이상헌, 장호",iM증권
645489,2026-01-12,462350,이노스페이스,뉴스페이스 시대 민간 발사 GO! 이노스페이스(462350) 뉴스페이스 시대 민간 발사 GO! 뉴스페이스 시대 민간 발사 GO!,0,nr,이상헌,iM증권
645488,2026-01-12,028050,삼성E&A,모든 면에서 매력적인 주가 삼성E&A(028050) 모든 면에서 매력적인 주가 모든 면에서 매력적인 주가,35000,Buy,배세호,iM증권
645487,2026-01-12,373220,LG에너지솔루션,초기 가동 비용 반영 영향 LG에너지솔루션(373220) 초기 가동 비용 반영 영향 초기 가동 비용 반영 영향,410000,Buy,황성현,유진투자증권
645486,2026-01-12,035720,카카오,"올해 플랫폼 성장의 필요조건, AI 서비스 성과 카카오(035720) 올해 플랫폼 성장의 필요조건, AI 서비스 성과 올해 플랫폼 성장의 필요조건, AI 서비스 성과",74000,Buy,정의훈,유진투자증권
645485,2026-01-12,039200,오스코텍,진화하는 국내 대표 신약 개발사 오스코텍(039200) 진화하는 국내 대표 신약 개발사 진화하는 국내 대표 신약 개발사,75000,Buy,권해순,유진투자증권
645484,2026-01-12,082920,비츠로셀,독보적 성장의 전방시장 포트폴리오는 2026년에도 계속된다 비츠로셀(082920) 독보적 성장의 전방시장 포트폴리오는 2026년에도 계속된다 독보적 성장의 전방시장 포트폴리오는 2026년에도 계속된다,26000,Buy,허준서,유진투자증권
645483,2026-01-12,035420,NAVER,"상반기는 커머스와 AI, 하반기는 두나무 NAVER(035420) 상반기는 커머스와 AI, 하반기는 두나무 상반기는 커머스와 AI, 하반기는 두나무",340000,Buy,정의훈,유진투자증권
645473,2026-01-09,383220,F&F,4Q25 Preview : 중국 소비 부양 방향성 전환과 테일러메이드 F&F(383220) 4Q25 Preview : 중국 소비 부양 방향성 전환과 테일러메이드 4Q25 Preview : 중국 소비 부양 방향성 전환과 테일러메이드,94000,Buy,"이진협,김나우",한화투자증권
645470,2026-01-09,299030,하나기술,실적 턴어라운드 + 신규 장비 매출 개화 하나기술(299030) 실적 턴어라운드 + 신규 장비 매출 개화 실적 턴어라운드 + 신규 장비 매출 개화,0,Not Rated,권명,유안타증권
645469,2026-01-09,122640,예스티,"[다시봐] 시작된 HPA, 밸류 반영은 아직! 예스티(122640) [다시봐] 시작된 HPA, 밸류 반영은 아직! [다시봐] 시작된 HPA, 밸류 반영은 아직!",0,Not Rated,권명,유안타증권
645468,2026-01-09,041510,에스엠,"4Q25E: 컨센서스 하회, YoY 성장세는 지속 에스엠(041510) 4Q25E: 컨센서스 하회, YoY 성장세는 지속 4Q25E: 컨센서스 하회, YoY 성장세는 지속",140000,Buy,이환욱,유안타증권
645467,2026-01-09,010140,삼성중공업,4Q25 Preview: 호실적은 상수 삼성중공업(010140) 4Q25 Preview: 호실적은 상수 4Q25 Preview: 호실적은 상수,39000,Buy,배기연,메리츠증권
645465,2026-01-09,036570,엔씨소프트,이익과 밸류에이션 정상화될 2026 엔씨소프트(036570) 이익과 밸류에이션 정상화될 2026 이익과 밸류에이션 정상화될 2026,183000,Hold,이효진,메리츠증권
645464,2026-01-09,035420,NAVER,탄탄한 본업. 다가오는 새 그림 NAVER(035420) 탄탄한 본업. 다가오는 새 그림 탄탄한 본업. 다가오는 새 그림,410000,Buy,이효진,메리츠증권
645462,2026-01-09,267260,HD현대일렉트릭,2026년에도 수주 및 매출액 가이던스 상회 전망 HD현대일렉트릭(267260) 2026년에도 수주 및 매출액 가이던스 상회 전망 2026년에도 수주 및 매출액 가이던스 상회 전망,1100000,Buy,허민호,대신증권
645459,2026-01-09,226400,오스테오닉,4Q25 Preview: 사상 최대 실적 경신 전망 오스테오닉(226400) 4Q25 Preview: 사상 최대 실적 경신 전망 4Q25 Preview: 사상 최대 실적 경신 전망,10300,매수,허선재,SK증권
645456,2026-01-09,005930,삼성전자,25년 4분기. 메모리가 돋보인 실적 삼성전자(005930) 25년 4분기. 메모리가 돋보인 실적 25년 4분기. 메모리가 돋보인 실적,180000,매수,김운호,IBK투자증권
645447,2026-01-09,108380,대양전기공업,2026년에도 최대 실적 전망 대양전기공업(108380) 2026년에도 최대 실적 전망 2026년에도 최대 실적 전망,40000,Buy,정홍식,LS증권
645446,2026-01-09,278470,에이피알,"여전히 온라인, 오프라인 동반 고성장 중 에이피알(278470) 여전히 온라인, 오프라인 동반 고성장 중 여전히 온라인, 오프라인 동반 고성장 중",340000,Buy,조은애,LS증권
645445,2026-01-09,192820,코스맥스,4Q25 Preview: 2026년에 걸어보는 기대 코스맥스(192820) 4Q25 Preview: 2026년에 걸어보는 기대 4Q25 Preview: 2026년에 걸어보는 기대,250000,Buy,오린아,LS증권
645444,2026-01-09,000120,CJ대한통운,글로벌기업의 자격 CJ대한통운(000120) 글로벌기업의 자격 글로벌기업의 자격,123000,Buy,이재혁,LS증권
645443,2026-01-09,005930,삼성전자,경쟁력 회복과 Val. 배수 상승 삼성전자(005930) 경쟁력 회복과 Val. 배수 상승 경쟁력 회복과 Val. 배수 상승,180000,Buy,송명섭,iM증권
645442,2026-01-09,207940,삼성바이오로직스,혼자서도 잘해요 삼성바이오로직스(207940) 혼자서도 잘해요 혼자서도 잘해요,2200000,Buy,정재원,iM증권
645440,2026-01-09,036570,엔씨소프트,2026년이 기대되는 이유 엔씨소프트(036570) 2026년이 기대되는 이유 2026년이 기대되는 이유,280000,Buy,정의훈,유진투자증권
645439,2026-01-09,259960,크래프톤,PUBG 트래픽 반등이 필요 크래프톤(259960) PUBG 트래픽 반등이 필요 PUBG 트래픽 반등이 필요,390000,Buy,정의훈,유진투자증권
645438,2026-01-09,005930,삼성전자,4Q25 Review: 메모리 가격 상승을 등에 업고 삼성전자(005930) 4Q25 Review: 메모리 가격 상승을 등에 업고 4Q25 Review: 메모리 가격 상승을 등에 업고,180000,Buy,임소정,유진투자증권
645435,2026-01-08,278470,에이피알,K-Beauty 새역사 에이피알(278470) K-Beauty 새역사 K-Beauty 새역사,330000,Buy,"한유정,고예진",한화투자증권
645434,2026-01-08,005490,POSCO홀딩스,이익 정상화 준비 POSCO홀딩스(005490) 이익 정상화 준비 이익 정상화 준비,490000,Buy,권지우,한화투자증권
645430,2026-01-08,005930,삼성전자,4Q25P – 메모리 영업 레버리지 예열 중 삼성전자(005930) 4Q25P – 메모리 영업 레버리지 예열 중 4Q25P – 메모리 영업 레버리지 예열 중,0,N/A,"김선우,우서현",메리츠증권
645428,2026-01-08,090460,비에이치,단기·중장기 실적 안정 구간 진입 비에이치(090460) 단기·중장기 실적 안정 구간 진입 단기·중장기 실적 안정 구간 진입,21000,N/A,양승수,메리츠증권
645427,2026-01-08,004020,현대제철,회복의 방향성은 유효하다 현대제철(004020) 회복의 방향성은 유효하다 회복의 방향성은 유효하다,43000,Buy,"장재혁,김아현",메리츠증권
645426,2026-01-08,207940,삼성바이오로직스,관세 리스크에도 고성장세를 입증한 2025년 삼성바이오로직스(207940) 관세 리스크에도 고성장세를 입증한 2025년 관세 리스크에도 고성장세를 입증한 2025년,2100000,Buy,김준영,메리츠증권
645424,2026-01-08,035760,CJ ENM,많이 좋아졌습니다. CJ ENM(035760) 많이 좋아졌습니다. 많이 좋아졌습니다.,86000,Buy,김회재,대신증권
645423,2026-01-08,030200,KT,"신뢰 회복, 주가 회복 KT(030200) 신뢰 회복, 주가 회복 신뢰 회복, 주가 회복",74000,Buy,김회재,대신증권
645419,2026-01-08,259960,크래프톤,올해도 무거운 PUBG의 어깨 크래프톤(259960) 올해도 무거운 PUBG의 어깨 올해도 무거운 PUBG의 어깨,330000,매수,남효지,SK증권
645412,2026-01-08,010950,S-Oil,25년1~3분기누적적자를한번에만회시킬4분기 S-Oil(010950) 25년1~3분기누적적자를한번에만회시킬4분기 25년1~3분기누적적자를한번에만회시킬4분기,110000,Buy,리서치센터,iM증권
645411,2026-01-08,096770,SK이노베이션,결국엔또SK-On에발목잡히는중 SK이노베이션(096770) 결국엔또SK-On에발목잡히는중 결국엔또SK-On에발목잡히는중,117000,Hold,리서치,iM증권
645410,2026-01-08,051910,LG화학,전사업부에서일단모든우려를털고가는4분기 LG화학(051910) 전사업부에서일단모든우려를털고가는4분기 전사업부에서일단모든우려를털고가는4분기,500000,Buy,리서치센터,iM증권
645409,2026-01-08,011170,롯데케미칼,생각보다적자타격더큰LCI 롯데케미칼(011170) 생각보다적자타격더큰LCI 생각보다적자타격더큰LCI,110000,Buy,리서치센터,iM증권
645408,2026-01-08,011780,금호석유화학,래깅효과와일회성비용으로기대치하회예상 금호석유화학(011780) 래깅효과와일회성비용으로기대치하회예상 래깅효과와일회성비용으로기대치하회예상,170000,Buy,리서치센터,iM증권
645407,2026-01-08,004000,롯데정밀화학,26년하반기EUDR 시행으로ECH 스프레드추가개선기대 롯데정밀화학(004000) 26년하반기EUDR 시행으로ECH 스프레드추가개선기대 26년하반기EUDR 시행으로ECH 스프레드추가개선기대,62000,Buy,리서치센터,iM증권
645406,2026-01-08,014830,유니드,염화칼륨상승과연말일회성비용으로실적부진예상 유니드(014830) 염화칼륨상승과연말일회성비용으로실적부진예상 염화칼륨상승과연말일회성비용으로실적부진예상,100000,Buy,리서치센터,iM증권
645405,2026-01-08,009830,한화솔루션,대내외적으로모두쉽지않았을태양광부문 한화솔루션(009830) 대내외적으로모두쉽지않았을태양광부문 대내외적으로모두쉽지않았을태양광부문,30500,Hold,리서치센터,iM증권
645404,2026-01-08,298050,HS효성첨단소재,탄소섬유일회성비용소멸로어느정도정상화되는이익레벨 HS효성첨단소재(298050) 탄소섬유일회성비용소멸로어느정도정상화되는이익레벨 탄소섬유일회성비용소멸로어느정도정상화되는이익레벨,240000,Buy,리서치센터,iM증권
645403,2026-01-08,018670,SK가스,"LPG, SMP 약세로4분기실적눈높이하향조정필요 SK가스(018670) LPG, SMP 약세로4분기실적눈높이하향조정필요 LPG, SMP 약세로4분기실적눈높이하향조정필요",340000,Buy,리서치센터,iM증권
645402,2026-01-08,298020,효성티앤씨,스판덱스증설부담조금씩완화되며꽤나긍정적인분위기 효성티앤씨(298020) 스판덱스증설부담조금씩완화되며꽤나긍정적인분위기 스판덱스증설부담조금씩완화되며꽤나긍정적인분위기,300000,Buy,리서치센터,iM증권
645399,2026-01-08,005380,현대차,자동차에 부는 로봇 바람 현대차(005380) 자동차에 부는 로봇 바람 자동차에 부는 로봇 바람,420000,Buy,이병근,LS증권
645398,2026-01-08,214450,파마리서치,숫자로 확인될 미국 매출 고성장 파마리서치(214450) 숫자로 확인될 미국 매출 고성장 숫자로 확인될 미국 매출 고성장,700000,Buy,조은애,LS증권
645397,2026-01-08,375500,DL이앤씨,비용 반영의 4분기 DL이앤씨(375500) 비용 반영의 4분기 비용 반영의 4분기,48000,Buy,김세련,LS증권
645395,2026-01-08,251270,넷마블,신작이 없는 분기에 이 정도의 실적을 넷마블(251270) 신작이 없는 분기에 이 정도의 실적을 신작이 없는 분기에 이 정도의 실적을,80000,Buy,정의훈,유진투자증권
645390,2026-01-07,373220,LG에너지솔루션,1H26 눈높이 하향 조정 LG에너지솔루션(373220) 1H26 눈높이 하향 조정 1H26 눈높이 하향 조정,500000,Buy,이용욱,한화투자증권
645389,2026-01-07,006400,삼성SDI,여전히 긴 터널을 지나는 중 삼성SDI(006400) 여전히 긴 터널을 지나는 중 여전히 긴 터널을 지나는 중,350000,Buy,이용욱,한화투자증권
645387,2026-01-07,028050,삼성E&A,다시 확보된 상승 여력 삼성E&A(028050) 다시 확보된 상승 여력 다시 확보된 상승 여력,32000,Buy,"송유림,김예인",한화투자증권
645385,2026-01-07,003490,대한항공,비용 부담을 상쇄할 운임 반등 대한항공(003490) 비용 부담을 상쇄할 운임 반등 비용 부담을 상쇄할 운임 반등,29000,Buy,이서연,상상인증권
645384,2026-01-07,306200,세아제강,비우호적 환경 속 희망 키우기 세아제강(306200) 비우호적 환경 속 희망 키우기 비우호적 환경 속 희망 키우기,156000,Buy,김진범,상상인증권
645383,2026-01-07,036570,엔씨소프트,보이는 것만 믿어도 엔씨소프트(036570) 보이는 것만 믿어도 보이는 것만 믿어도,310000,Buy,이창영,유안타증권
645382,2026-01-07,207940,삼성바이오로직스,커진 CDMO 경쟁력 삼성바이오로직스(207940) 커진 CDMO 경쟁력 커진 CDMO 경쟁력,2100000,Buy,하현수,유안타증권
645381,2026-01-07,030200,KT,불확실성 Delete KT(030200) 불확실성 Delete 불확실성 Delete,65000,Buy,이승웅,유안타증권
645379,2026-01-07,005490,POSCO홀딩스,긴 호흡으로 바라볼 시점 POSCO홀딩스(005490) 긴 호흡으로 바라볼 시점 긴 호흡으로 바라볼 시점,380000,Buy,"장재혁,김아현",메리츠증권
645377,2026-01-07,329180,HD현대중공업,"4Q25 Preview: 2026년에도 Top-Pick, 의심은 없다 HD현대중공업(329180) 4Q25 Preview: 2026년에도 Top-Pick, 의심은 없다 4Q25 Preview: 2026년에도 Top-Pick, 의심은 없다",720000,Buy,배기연,메리츠증권
645376,2026-01-07,009540,HD한국조선해양,4Q25 Preview: HD현대삼호의 수익성은 지지선에 도달 HD한국조선해양(009540) 4Q25 Preview: HD현대삼호의 수익성은 지지선에 도달 4Q25 Preview: HD현대삼호의 수익성은 지지선에 도달,600000,Buy,배기연,메리츠증권
645375,2026-01-07,356860,티엘비,우린 달라요 (ft. 메모리 매출 비중 95%) 티엘비(356860) 우린 달라요 (ft. 메모리 매출 비중 95%) 우린 달라요 (ft. 메모리 매출 비중 95%),85000,Buy,양승수,메리츠증권
645374,2026-01-07,293490,카카오게임즈,상반기까지는 눌림목 카카오게임즈(293490) 상반기까지는 눌림목 상반기까지는 눌림목,16000,Hold,이효진,메리츠증권
645373,2026-01-07,035720,카카오,"2025년 정상화, 2026년 포인트는? 카카오(035720) 2025년 정상화, 2026년 포인트는? 2025년 정상화, 2026년 포인트는?",75000,Buy,이효진,메리츠증권
645368,2026-01-07,069260,TKG휴켐스,"MNB, 물량과 가격이 동시에 개선될 것이다 TKG휴켐스(069260) MNB, 물량과 가격이 동시에 개선될 것이다 MNB, 물량과 가격이 동시에 개선될 것이다",24000,매수,이동욱,IBK투자증권
645366,2026-01-07,280360,롯데웰푸드,2026년 수익성 회복 본격화 롯데웰푸드(280360) 2026년 수익성 회복 본격화 2026년 수익성 회복 본격화,150000,매수,김태현,IBK투자증권
645361,2026-01-07,000120,CJ대한통운,경쟁 강도 심화되고 있으나 안정적 이익 체력 CJ대한통운(000120) 경쟁 강도 심화되고 있으나 안정적 이익 체력 경쟁 강도 심화되고 있으나 안정적 이익 체력,120000,Buy,배세호,iM증권
645359,2026-01-07,005930,삼성전자,"4Q25 Preview: 메모리 맹수, 앙! 삼성전자(005930) 4Q25 Preview: 메모리 맹수, 앙! 4Q25 Preview: 메모리 맹수, 앙!",170000,Buy,임소정,유진투자증권
645353,2026-01-07,003230,삼양식품,비용 압박에도 영업이익률 개선 삼양식품(003230) 비용 압박에도 영업이익률 개선 비용 압박에도 영업이익률 개선,1750000,Buy,박성호,LS증권
645352,2026-01-07,010120,LS ELECTRIC,"送舊迎新: 2025년은 보내고, 2026년 방향성을 보자 LS ELECTRIC(010120) 送舊迎新: 2025년은 보내고, 2026년 방향성을 보자 送舊迎新: 2025년은 보내고, 2026년 방향성을 보자",630000,Buy,성종화,LS증권
645348,2026-01-06,389500,에스비비테크,베어링을 넘어 로봇 부품 다크호스로 변모 중 에스비비테크(389500) 베어링을 넘어 로봇 부품 다크호스로 변모 중 베어링을 넘어 로봇 부품 다크호스로 변모 중,0,N/A,"백종석,김혜빈",한국IR협의회
645346,2026-01-06,236200,슈프리마,기다려지는 실적 발표 슈프리마(236200) 기다려지는 실적 발표 기다려지는 실적 발표,0,Not Rated,"권명준,서석준",유안타증권
645345,2026-01-06,441270,파인엠텍,올해 드디어 확인될 폴더블 아이폰 관련 매출 파인엠텍(441270) 올해 드디어 확인될 폴더블 아이폰 관련 매출 올해 드디어 확인될 폴더블 아이폰 관련 매출,0,Not Rated,"권명준,서석준",유안타증권
645342,2026-01-06,007810,코리아써키트,4Q 실적은 예상을 상회! 26년 新성장으로 진입~ 코리아써키트(007810) 4Q 실적은 예상을 상회! 26년 新성장으로 진입~ 4Q 실적은 예상을 상회! 26년 新성장으로 진입~,60000,Buy,"박강호,서지원",대신증권
645330,2026-01-06,033640,네패스,탐방노트: 점진적 사업 개선의 해 네패스(033640) 탐방노트: 점진적 사업 개선의 해 탐방노트: 점진적 사업 개선의 해,0,Not Rated,김동관,메리츠증권
645329,2026-01-06,441270,파인엠텍,약속의 2026년 파인엠텍(441270) 약속의 2026년 약속의 2026년,14000,Buy,양승수,메리츠증권
645328,2026-01-06,181710,NHN,규제 완화 사이클이 가져올 이익 배증 NHN(181710) 규제 완화 사이클이 가져올 이익 배증 규제 완화 사이클이 가져올 이익 배증,45000,Buy,이효진,메리츠증권
645325,2026-01-06,062040,산일전기,4Q25 OP 예상치 부합 전망. 3Q25 일회성 요인 해소 산일전기(062040) 4Q25 OP 예상치 부합 전망. 3Q25 일회성 요인 해소 4Q25 OP 예상치 부합 전망. 3Q25 일회성 요인 해소,215000,Buy,성종화,LS증권
645324,2026-01-06,214150,클래시스,높아지는 이익 성장의 가시성 클래시스(214150) 높아지는 이익 성장의 가시성 높아지는 이익 성장의 가시성,70000,Buy,조은애,LS증권
