idx,date,code,company,title,target,opinion,analyst,broker,price_at,price_h,ret_6m,mkt_ret_6m,excess_6m,target_acc,target_hit,upside_at_pub,acc180,acc180,acc365
641468,2025-06-02,213420,덕산네오룩스,향후 높은 성장성 대비 여전히 싼 주가 덕산네오룩스(213420) 향후 높은 성장성 대비 여전히 싼 주가 향후 높은 성장성 대비 여전히 싼 주가,50000,Buy,"정원석,손우성",iM증권,37300.0,42100.0,0.1287,0.4548,-0.3262,0.842,0,0.3405,0.842,0.842,0.716
641466,2025-06-02,034730,SK,이번 대선 공약 실현시 동사 최대 수혜 SK(034730) 이번 대선 공약 실현시 동사 최대 수혜 이번 대선 공약 실현시 동사 최대 수혜,200000,Buy,이상헌,iM증권,163400.0,265500.0,0.6248,0.4548,0.17,0.6725,1,0.224,0.6725,0.6725,0
641465,2025-06-02,049070,인탑스,자산가치가 높은 기업 인탑스(049070) 자산가치가 높은 기업 자산가치가 높은 기업,22000,Buy,정홍식,LS증권,15200.0,14410.0,-0.052,0.4548,-0.5068,0.655,0,0.4474,0.655,0.655,0.8659
641464,2025-06-02,063570,NICE인프라,영업이익 증가 요인 점검 NICE인프라(063570) 영업이익 증가 요인 점검 영업이익 증가 요인 점검,7000,Buy,정홍식,LS증권,4830.0,4280.0,-0.1139,0.4548,-0.5687,0.6114,0,0.4493,0.6114,0.6114,0.4821
641434,2025-05-30,108490,로보티즈,이제 Data Factory 로보티즈(108490) 이제 Data Factory 이제 Data Factory,77000,매수,박찬솔,SK증권,58234.0,202000.0,2.4688,0.4683,2.0005,0,1,0.3223,0,0,0
641433,2025-05-30,170900,동아에스티,비만 치료제 성과 기대 동아에스티(170900) 비만 치료제 성과 기대 비만 치료제 성과 기대,62000,Buy,신지훈,LS증권,46256.0,51215.0,0.1072,0.4683,-0.361,0.826,0,0.3404,0.826,0.826,0.6452
641432,2025-05-30,278280,천보,2026년 미-중 상계관세 부과 가능성 부각 천보(278280) 2026년 미-중 상계관세 부과 가능성 부각 2026년 미-중 상계관세 부과 가능성 부각,40000,Hold,정원석,iM증권,36250.0,54200.0,0.4952,0.4683,0.0269,0.645,1,0.1034,0.645,0.645,0.7688
641431,2025-05-30,089590,제주항공,운항 편수 감소에 따른 실적 악화 제주항공(089590) 운항 편수 감소에 따른 실적 악화 운항 편수 감소에 따른 실적 악화,8000,Buy,배세호,iM증권,6650.0,5350.0,-0.1955,0.4683,-0.6637,0.6687,0,0.203,0.6687,0.6687,0.6075
641428,2025-05-30,058610,에스피지,정밀감속기를넘어액츄에이터까지 에스피지(058610) 정밀감속기를넘어액츄에이터까지 정밀감속기를넘어액츄에이터까지,38000,Buy,이상수,iM증권,24000.0,44700.0,0.8625,0.4683,0.3942,0.8237,1,0.5833,0.8237,0.8237,0
641425,2025-05-29,005850,에스엘,"하반기 북미 생산 비중 확대, 내년 대규모 수주 물량의 매출 전환 시작 에스엘(005850) 하반기 북미 생산 비중 확대, 내년 대규모 수주 물량의 매출 전환 시작 1Q 북미/인도 매출 성장 둔화를 견조한 국내 매출 실적을 통해 만회 하반기 북미 비중 점진적 증가, 국내는 신차 중심 매",43000,Buy,김성래,한화투자증권,31850.0,37150.0,0.1664,0.418,-0.2516,0.864,0,0.3501,0.864,0.864,0.2535
641414,2025-05-29,000150,두산,"‘Special One’ 두산(000150) ‘Special One’ 전자BG, 2분기에도 고공행진 AI 하드웨어, 초과수요 구간 지속 전망",590000,Buy,양승수,메리츠증권,510000.0,830000.0,0.6275,0.418,0.2095,0.5932,1,0.1569,0.5932,0.5932,0
641411,2025-05-29,025540,한국단자,열배 확대되는 시장에 올라타자 한국단자(025540) 열배 확대되는 시장에 올라타자 열배 확대되는 시장에 올라타자,90000,매수,윤혁진,SK증권,63500.0,59800.0,-0.0583,0.418,-0.4762,0.6644,0,0.4173,0.6644,0.6644,0.8756
641409,2025-05-29,079370,제우스,포토닉 디본딩 개화를 기다리며 제우스(079370) 포토닉 디본딩 개화를 기다리며 포토닉 디본딩 개화를 기다리며,16000,Buy,차용호,LS증권,13310.0,12800.0,-0.0383,0.418,-0.4563,0.8,0,0.2021,0.8,0.8,0.7531
641407,2025-05-29,014830,유니드,2~3분기더욱뚜렷하게목격할스프레드확대 유니드(014830) 2~3분기더욱뚜렷하게목격할스프레드확대 2~3분기더욱뚜렷하게목격할스프레드확대,126000,Buy,전유진,iM증권,87600.0,63500.0,-0.2751,0.418,-0.6931,0.504,0,0.4384,0.504,0.504,0.5659
641406,2025-05-29,004000,롯데정밀화학,글리세린강세에에폭시반덤핑까지더해진ECH 반사수혜 롯데정밀화학(004000) 글리세린강세에에폭시반덤핑까지더해진ECH 반사수혜 글리세린강세에에폭시반덤핑까지더해진ECH 반사수혜,55000,Buy,전유진,iM증권,37600.0,44250.0,0.1769,0.418,-0.2411,0.8045,0,0.4628,0.8045,0.8045,0.9582
641405,2025-05-29,009830,한화솔루션,반신반의했던것의소멸과그나마확실했던것마저약화 한화솔루션(009830) 반신반의했던것의소멸과그나마확실했던것마저약화 반신반의했던것의소멸과그나마확실했던것마저약화,38000,Buy,전유진,iM증권,27637.0,25892.0,-0.0631,0.418,-0.4811,0.6814,0,0.375,0.6814,0.6814,0.9612
641404,2025-05-29,009830,한화솔루션,반신반의했던것의소멸과그나마확실했던것마저약화 한화솔루션(009830) 반신반의했던것의소멸과그나마확실했던것마저약화 반신반의했던것의소멸과그나마확실했던것마저약화,38000,Buy,전유진,iM증권,27637.0,25892.0,-0.0631,0.418,-0.4811,0.6814,0,0.375,0.6814,0.6814,0.9612
641403,2025-05-29,011170,롯데케미칼,저유가어부지리속적자규모축소예상 롯데케미칼(011170) 저유가어부지리속적자규모축소예상 저유가어부지리속적자규모축소예상,80000,Buy,전유진,iM증권,59700.0,74500.0,0.2479,0.418,-0.1701,0.9313,0,0.34,0.9313,0.9313,0.9912
641388,2025-05-28,123410,코리아에프티,"실적 좋고, 관세 리스크 없고 코리아에프티(123410) 실적 좋고, 관세 리스크 없고 실적 좋고, 관세 리스크 없고",6900,Buy,이병근,LS증권,4510.0,6400.0,0.4191,0.4404,-0.0213,0.9275,0,0.5299,0.9275,0.9275,0.9928
641386,2025-05-28,271560,오리온,2H25 F&B Outlook: 행복회로가 돌아간다 오리온(271560) 2H25 F&B Outlook: 행복회로가 돌아간다 2H25 F&B Outlook: 행복회로가 돌아간다,170000,Buy,이경신,iM증권,111200.0,102300.0,-0.08,0.4404,-0.5204,0.6018,0,0.5288,0.6018,0.6018,0.7894
641385,2025-05-28,033780,KT&G,2H25 F&B Outlook: 행복회로가 돌아간다 KT&G(033780) 2H25 F&B Outlook: 행복회로가 돌아간다 2H25 F&B Outlook: 행복회로가 돌아간다,160000,Buy,이경신,iM증권,122600.0,146500.0,0.1949,0.4404,-0.2454,0.9156,0,0.3051,0.9156,0.9156,0.8519
641361,2025-05-27,015760,한국전력,밸류 디스카운트 해소 관련 투심/여론 변화의 물결 한국전력(015760) 밸류 디스카운트 해소 관련 투심/여론 변화의 물결 밸류 디스카운트 해소 관련 투심/여론 변화의 물결,38000,Buy,성종화,LS증권,30600.0,48150.0,0.5735,0.4611,0.1124,0.7329,1,0.2418,0.7329,0.7329,0.9605
641360,2025-05-27,000720,현대건설,되찾은 건설 대장주의 무게 현대건설(000720) 되찾은 건설 대장주의 무게 되찾은 건설 대장주의 무게,70000,Buy,배세호,iM증권,62000.0,59300.0,-0.0435,0.4611,-0.5047,0.8471,0,0.129,0.8471,0.8471,0
641359,2025-05-27,294870,HDC현대산업개발,여전히 유효한 에쿼티 스토리 HDC현대산업개발(294870) 여전히 유효한 에쿼티 스토리 여전히 유효한 에쿼티 스토리,32000,Buy,배세호,iM증권,23800.0,20300.0,-0.1471,0.4611,-0.6082,0.6344,0,0.3445,0.6344,0.6344,0.6516
641358,2025-05-27,006360,GS건설,점차 다시 찾아갈 본연의 자리 GS건설(006360) 점차 다시 찾아갈 본연의 자리 점차 다시 찾아갈 본연의 자리,30000,Buy,배세호,iM증권,21000.0,18800.0,-0.1048,0.4611,-0.5659,0.6267,0,0.4286,0.6267,0.6267,0.9867
641356,2025-05-27,121600,나노신소재,전방 시장 둔화 속 견조한 성장 기반 확보 나노신소재(121600) 전방 시장 둔화 속 견조한 성장 기반 확보 전방 시장 둔화 속 견조한 성장 기반 확보,65000,Buy,정원석,iM증권,44400.0,54300.0,0.223,0.4611,-0.2381,0.8354,0,0.464,0.8354,0.8354,0.9508
641348,2025-05-26,257720,실리콘투,NDR 후기: 판을 바꾸는 유통사 실리콘투(257720) NDR 후기: 판을 바꾸는 유통사 NDR 후기: 판을 바꾸는 유통사,49000,Buy,"이승은,김도엽",유안타증권,42300.0,45900.0,0.0851,0.4571,-0.372,0.9367,0,0.1584,0.9367,0.9367,0.7765
641312,2025-05-26,002380,KCC,순이익 급증으로 재평가를 받을 시점 KCC(002380) 순이익 급증으로 재평가를 받을 시점 순이익 급증으로 재평가를 받을 시점,388000,매수,이동욱,IBK투자증권,284000.0,400500.0,0.4102,0.4571,-0.0469,0.9678,1,0.3662,0.9678,0.9678,0.518
641309,2025-05-26,028260,삼성물산,삼성그룹 지배구조 혁신 수혜 및 SMR 사업 확대 삼성물산(028260) 삼성그룹 지배구조 혁신 수혜 및 SMR 사업 확대 삼성그룹 지배구조 혁신 수혜 및 SMR 사업 확대,188000,Buy,"이상헌,장호",iM증권,152100.0,216000.0,0.4201,0.4571,-0.037,0.8511,1,0.236,0.8511,0.8511,0
641307,2025-05-26,357780,솔브레인,1Q25 Review: 삼성전자 자연 감산 지속 솔브레인(357780) 1Q25 Review: 삼성전자 자연 감산 지속 1Q25 Review: 삼성전자 자연 감산 지속,250000,Buy,차용호,LS증권,157900.0,230000.0,0.4566,0.4571,-0.0005,0.92,0,0.5833,0.92,0.92,0.192
641299,2025-05-23,089590,제주항공,시간이 필요한 구간 제주항공(089590) 시간이 필요한 구간 점진적인 공급 회복 예상 그러나… 정비비 증가세 지속될 전망,7000,Hold,박수영,한화투자증권,6710.0,5540.0,-0.1744,0.516,-0.6903,0.7914,0,0.0432,0.7914,0.7914,0.7271
641294,2025-05-23,171090,선익시스템,과소평가 되고 있는 동사의 본질적 가치 선익시스템(171090) 과소평가 되고 있는 동사의 본질적 가치 실적의 핵심은 2분기 – 8.6세대 증착기 5월 20일 반입 시작 Visionox의 장비 발주 지연에 대해 우려하지 않는 이유,65000,Buy,양승수,메리츠증권,39850.0,45550.0,0.143,0.516,-0.3729,0.7008,0,0.6311,0.7008,0.7008,0.54
641291,2025-05-23,018670,SK가스,신사업 수익성을 눈으로 확인. 이제 다음은? SK가스(018670) 신사업 수익성을 눈으로 확인. 이제 다음은? 이제 눈으로 확인한 발전 사업(울산GPS)의 수익성,280000,Buy,문경원,메리츠증권,209500.0,262500.0,0.253,0.516,-0.263,0.9375,0,0.3365,0.9375,0.9375,0.9286
641282,2025-05-22,016360,삼성증권,안정적인 이익체력에 비해 다소 저평가 삼성증권(016360) 안정적인 이익체력에 비해 다소 저평가 안정적인 이익체력에 비해 다소 저평가,65000,매수,설용진,SK증권,56000.0,77800.0,0.3893,0.5243,-0.135,0.8031,1,0.1607,0.8031,0.8031,0.0015
641281,2025-05-22,003690,코리안리,주마가편 코리안리(003690) 주마가편 주마가편,11000,매수,설용진,SK증권,9070.0,11250.0,0.2404,0.5243,-0.284,0.9773,1,0.2128,0.9773,0.9773,0.68
641279,2025-05-22,071050,한국금융지주,레버리지에 기반한 실적 개선 기대감 한국금융지주(071050) 레버리지에 기반한 실적 개선 기대감 레버리지에 기반한 실적 개선 기대감,115000,매수,설용진,SK증권,96500.0,156000.0,0.6166,0.5243,0.0922,0.6435,1,0.1917,0.6435,0.6435,0
641277,2025-05-22,060980,HL홀딩스,강화된 주주 환원에 더해질 이익 개선 HL홀딩스(060980) 강화된 주주 환원에 더해질 이익 개선 강화된 주주 환원에 더해질 이익 개선,48000,Buy,이병근,LS증권,37350.0,41000.0,0.0977,0.5243,-0.4266,0.8542,0,0.2851,0.8542,0.8542,0.9792
641271,2025-05-21,035420,NAVER,애널리스트 데이 후기 NAVER(035420) 애널리스트 데이 후기 애널리스트 데이 후기,300000,Buy,-,한화투자증권,184800.0,255000.0,0.3799,0.5575,-0.1776,0.85,0,0.6234,0.85,0.85,0.665
641259,2025-05-21,094360,칩스앤미디어,차량 ADAS 고도화 흐름에 중장기적 성장성 지속 칩스앤미디어(094360) 차량 ADAS 고도화 흐름에 중장기적 성장성 지속 차량 ADAS 고도화 흐름에 중장기적 성장성 지속,20600,Buy,정우성,LS증권,16370.0,14890.0,-0.0904,0.5575,-0.6479,0.7228,0,0.2584,0.7228,0.7228,0.8087
641258,2025-05-21,271560,오리온,중국 소비 회복 기대감은 유효 오리온(271560) 중국 소비 회복 기대감은 유효 중국 소비 회복 기대감은 유효,160000,Buy,박성호,LS증권,111700.0,105400.0,-0.0564,0.5575,-0.6139,0.6587,0,0.4324,0.6587,0.6587,0.8525
641248,2025-05-20,079550,LIG넥스원,"1Q25 NDR 후기 LIG넥스원(079550) 1Q25 NDR 후기 NDR Keyword: 1) 성장한 국내사업 이익 체력, 2) 장기 중동향 매출 상승",470000,Buy,이지호,메리츠증권,405500.0,408000.0,0.0062,0.5418,-0.5357,0.8681,0,0.1591,0.8681,0.8681,0.2277
641247,2025-05-20,085670,뉴프렉스,하반기 두가지 변화 기대 뉴프렉스(085670) 하반기 두가지 변화 기대 1Q25 Review: 점유율 감소 및 판매 부진으로 부진한 실적 기록 2025년 상저하고 흐름에 주목,7400,Buy,양승수,메리츠증권,4390.0,4915.0,0.1196,0.5418,-0.4223,0.6642,0,0.6856,0.6642,0.6642,0.7054
641240,2025-05-20,005680,삼영전자,2025년 이후 영업이익 성장 기대감 삼영전자(005680) 2025년 이후 영업이익 성장 기대감 2025년 이후 영업이익 성장 기대감,15000,Buy,정홍식,LS증권,10740.0,10300.0,-0.041,0.5418,-0.5828,0.6867,0,0.3966,0.6867,0.6867,0.8493
641238,2025-05-20,200670,휴메딕스,Time to Level Up 휴메딕스(200670) Time to Level Up Time to Level Up,62000,Buy,조은애,LS증권,45500.0,49550.0,0.089,0.5418,-0.4528,0.7992,0,0.3626,0.7992,0.7992,0.4629
641232,2025-05-19,010060,OCI홀딩스,새로운 기회의 시작 OCI홀딩스(010060) 새로운 기회의 시작 새로운 기회의 시작,112000,Buy,백영찬,상상인증권,76700.0,117500.0,0.5319,0.5409,-0.0089,0.9509,1,0.4602,0.9509,0.9509,0
641227,2025-05-19,084370,유진테크,올해 눈높이 하향 유진테크(084370) 올해 눈높이 하향 올해 눈높이 하향,52000,Buy,김광진,한화투자증권,32000.0,88900.0,1.7781,0.5409,1.2372,0.2904,1,0.625,0.2904,0.2904,0
641226,2025-05-19,003690,코리안리,속도는 더디지만 방향성은 확실히 좋다 코리안리(003690) 속도는 더디지만 방향성은 확실히 좋다 속도는 더디지만 방향성은 확실히 좋다,9200,Hold,김도하,한화투자증권,8820.0,11520.0,0.3061,0.5409,-0.2348,0.7478,1,0.0431,0.7478,0.7478,0.4554
641225,2025-05-19,032830,삼성생명,금리 하락기에는 불리한 구조 삼성생명(032830) 금리 하락기에는 불리한 구조 금리 하락기에는 불리한 구조,106000,Buy,김도하,한화투자증권,89000.0,153600.0,0.7258,0.5409,0.185,0.5509,1,0.191,0.5509,0.5509,0
641224,2025-05-19,006800,미래에셋증권,"해외수수료, WM, 해외법인 삼박자 미래에셋증권(006800) 해외수수료, WM, 해외법인 삼박자 해외수수료, WM, 해외법인 삼박자",16000,Buy,우도형,유안타증권,12724.0,23298.0,0.831,0.5409,0.2901,0.5439,1,0.2575,0.5439,0.5439,0
641219,2025-05-19,278470,에이피알,NDR 후기: Big2 가자! 에이피알(278470) NDR 후기: Big2 가자! NDR 후기: Big2 가자!,150000,Buy,"이승은,김도엽",유안타증권,113800.0,219500.0,0.9288,0.5409,0.3879,0.5367,1,0.3181,0.5367,0.5367,0
641218,2025-05-19,192820,코스맥스,성수기 앞두고 실적이 먼저 왔다 코스맥스(192820) 성수기 앞두고 실적이 먼저 왔다 성수기 앞두고 실적이 먼저 왔다,261000,Buy,"이승은,김도엽",유안타증권,205000.0,156200.0,-0.238,0.5409,-0.7789,0.5985,0,0.2732,0.5985,0.5985,0.6782
641217,2025-05-19,257720,실리콘투,"실적 대비 과도한 조정, 브랜드·지역 성장 본격 실리콘투(257720) 실적 대비 과도한 조정, 브랜드·지역 성장 본격 실적 대비 과도한 조정, 브랜드·지역 성장 본격",49000,Buy,"이승은,김도엽",유안타증권,36900.0,44300.0,0.2005,0.5409,-0.3403,0.9041,0,0.3279,0.9041,0.9041,0.8173
641208,2025-05-19,100090,SK오션플랜트,1Q25 Review: 한국 해상풍력 + 미국 MRO SK오션플랜트(100090) 1Q25 Review: 한국 해상풍력 + 미국 MRO 1Q25 Review: 한국 해상풍력 + 미국 MRO,22000,Buy,문경원,메리츠증권,20450.0,20200.0,-0.0122,0.5409,-0.5531,0.9182,0,0.0758,0.9182,0.9182,0.8336
641198,2025-05-19,001040,CJ,"상장 자회사 부진, 비상장 견조 CJ(001040) 상장 자회사 부진, 비상장 견조 상장 자회사 부진, 비상장 견조",150000,Buy,양지환,대신증권,120500.0,163200.0,0.3544,0.5409,-0.1865,0.912,1,0.2448,0.912,0.912,0.8367
641197,2025-05-19,111770,영원무역,모든 아웃도어 브랜드는 여기로 통한다 영원무역(111770) 모든 아웃도어 브랜드는 여기로 통한다 모든 아웃도어 브랜드는 여기로 통한다,70000,Buy,유정현,대신증권,53400.0,69200.0,0.2959,0.5409,-0.245,0.9886,0,0.3109,0.9886,0.9886,0.7671
641195,2025-05-19,034730,SK,재무구조 개선 통한 디스카운트 해소 SK(034730) 재무구조 개선 통한 디스카운트 해소 재무구조 개선 통한 디스카운트 해소,190000,매수,최관순,SK증권,138700.0,258000.0,0.8601,0.5409,0.3192,0.6421,1,0.3699,0.6421,0.6421,0
641194,2025-05-19,003690,코리안리,고액 사고에도 양호한 실적 기록 코리안리(003690) 고액 사고에도 양호한 실적 기록 고액 사고에도 양호한 실적 기록,11000,매수,설용진,SK증권,8820.0,11520.0,0.3061,0.5409,-0.2348,0.9527,1,0.2472,0.9527,0.9527,0.7082
641193,2025-05-19,032830,삼성생명,전반적으로 안정적인 펀더멘털 삼성생명(032830) 전반적으로 안정적인 펀더멘털 전반적으로 안정적인 펀더멘털,114000,매수,설용진,SK증권,89000.0,153600.0,0.7258,0.5409,0.185,0.6526,1,0.2809,0.6526,0.6526,0
641192,2025-05-19,000100,유한양행,앞으로 기대할 이벤트가 많다 유한양행(000100) 앞으로 기대할 이벤트가 많다 앞으로 기대할 이벤트가 많다,140000,매수,이선경,SK증권,105700.0,125000.0,0.1826,0.5409,-0.3583,0.8929,0,0.3245,0.8929,0.8929,0.5807
641186,2025-05-19,272290,이녹스첨단소재,실력으로 업황을 극복 중 이녹스첨단소재(272290) 실력으로 업황을 극복 중 실력으로 업황을 극복 중,40000,매수,김운호,IBK투자증권,22550.0,24000.0,0.0643,0.5409,-0.4766,0.6,0,0.7738,0.6,0.6,0.84
641185,2025-05-19,005070,코스모신소재,약간 더 밀릴 것 같은 느낌 코스모신소재(005070) 약간 더 밀릴 것 같은 느낌 약간 더 밀릴 것 같은 느낌,43000,매수,이현욱,IBK투자증권,33850.0,52600.0,0.5539,0.5409,0.013,0.7767,1,0.2703,0.7767,0.7767,0.8616
641181,2025-05-19,005930,삼성전자,경쟁력개선조짐이있으나아직은불확실 삼성전자(005930) 경쟁력개선조짐이있으나아직은불확실 경쟁력개선조짐이있으나아직은불확실,70000,Buy,송명섭,iM증권,55800.0,97200.0,0.7419,0.5409,0.2011,0.6114,1,0.2545,0.6114,0.6114,0
641176,2025-05-19,011200,HMM,공적 자금 투자의 모범 사례 HMM(011200) 공적 자금 투자의 모범 사례 공적 자금 투자의 모범 사례,12000,Hold,배세호,iM증권,22550.0,19420.0,-0.1388,0.5409,-0.6797,0.3817,1,-0.4678,0.3817,0.3817,0.3483
641175,2025-05-19,000660,SK하이닉스,아직은저점매수에힘쓸시기 SK하이닉스(000660) 아직은저점매수에힘쓸시기 아직은저점매수에힘쓸시기,220000,Hold,송명섭,iM증권,199400.0,560000.0,1.8084,0.5409,1.2675,0,1,0.1033,0,0,0
641174,2025-05-19,032830,삼성생명,자본관리 필요성 지속 삼성생명(032830) 자본관리 필요성 지속 자본관리 필요성 지속,94000,Hold,전배승,LS증권,89000.0,153600.0,0.7258,0.5409,0.185,0.366,1,0.0562,0.366,0.366,0
641173,2025-05-19,004170,신세계,NDR 후기: 리뉴얼이 끌고 면세가 밀고 신세계(004170) NDR 후기: 리뉴얼이 끌고 면세가 밀고 NDR 후기: 리뉴얼이 끌고 면세가 밀고,200000,Buy,오린아,LS증권,168700.0,215500.0,0.2774,0.5409,-0.2635,0.9225,1,0.1855,0.9225,0.9225,0
641171,2025-05-19,006260,LS,"한진과 도원결의, 그 이후 시나리오 분석 LS(006260) 한진과 도원결의, 그 이후 시나리오 분석 한진과 도원결의, 그 이후 시나리오 분석",166000,Buy,이유진,유진투자증권,145800.0,193100.0,0.3244,0.5409,-0.2165,0.8367,1,0.1385,0.8367,0.8367,0
641170,2025-05-19,053580,웹케시,1Q25 Review: ‘금융 AI 에이전트 기업’으로 도약 중 웹케시(053580) 1Q25 Review: ‘금융 AI 에이전트 기업’으로 도약 중 1Q25 Review: ‘금융 AI 에이전트 기업’으로 도약 중,22000,Buy,박종선,유진투자증권,14000.0,10790.0,-0.2293,0.5409,-0.7702,0.4905,0,0.5714,0.4905,0.4905,0.3591
641168,2025-05-19,100090,SK오션플랜트,해상풍력에미국MRO시장까지 SK오션플랜트(100090) 해상풍력에미국MRO시장까지 해상풍력에미국MRO시장까지,27000,Buy,한병화,유진투자증권,20450.0,20200.0,-0.0122,0.5409,-0.5531,0.7481,0,0.3203,0.7481,0.7481,0.6793
641167,2025-05-19,282880,코윈테크,1Q25 Review: 하반기 LFP 양극재 공장 가동 예정 코윈테크(282880) 1Q25 Review: 하반기 LFP 양극재 공장 가동 예정 1Q25 Review: 하반기 LFP 양극재 공장 가동 예정,17000,Buy,박종선,유진투자증권,11916.0,15594.0,0.3087,0.5409,-0.2322,0.9173,0,0.4267,0.9173,0.9173,0.8512
641163,2025-05-19,419530,SAMG엔터,같이 더 큰 세상을 경험해볼까 츄? SAMG엔터(419530) 같이 더 큰 세상을 경험해볼까 츄? 같이 더 큰 세상을 경험해볼까 츄?,90000,Buy,이현지,유진투자증권,68000.0,49200.0,-0.2765,0.5409,-0.8174,0.5467,0,0.3235,0.5467,0.5467,0.2956
641161,2025-05-16,030190,NICE평가정보,1Q25 Review: 영업이익 고성장 NICE평가정보(030190) 1Q25 Review: 영업이익 고성장 1Q25 Review: 영업이익 고성장,18000,Buy,정홍식,LS증권,14480.0,16070.0,0.1098,0.58,-0.4702,0.8928,0,0.2431,0.8928,0.8928,0.8267
641160,2025-05-16,108380,대양전기공업,1Q25 Review: 영업이익 고성장 대양전기공업(108380) 1Q25 Review: 영업이익 고성장 1Q25 Review: 영업이익 고성장,25000,Buy,정홍식,LS증권,21350.0,29800.0,0.3958,0.58,-0.1842,0.808,1,0.171,0.808,0.808,0.99
641159,2025-05-16,086450,동국제약,1Q25 Review: 화장품 고성장(+30.4% YoY) 동국제약(086450) 1Q25 Review: 화장품 고성장(+30.4% YoY) 1Q25 Review: 화장품 고성장(+30.4% YoY),23000,Buy,정홍식,LS증권,17150.0,18040.0,0.0519,0.58,-0.5281,0.7843,0,0.3411,0.7843,0.7843,0.9848
641158,2025-05-16,008490,서흥,1Q25 Review: 영업이익 소폭 역성장 서흥(008490) 1Q25 Review: 영업이익 소폭 역성장 1Q25 Review: 영업이익 소폭 역성장,17000,Hold,정홍식,LS증권,15920.0,28950.0,0.8185,0.58,0.2385,0.2971,1,0.0678,0.2971,0.2971,0.7088
641157,2025-05-16,205100,엑셈,1Q25 Review: 도약을 위한 준비 엑셈(205100) 1Q25 Review: 도약을 위한 준비 1Q25 Review: 도약을 위한 준비,2700,Buy,정우성,LS증권,2075.0,2250.0,0.0843,0.58,-0.4956,0.8333,0,0.3012,0.8333,0.8333,0.673
641156,2025-05-16,092130,이크레더블,1Q25 Review: 안정적인 기업 이크레더블(092130) 1Q25 Review: 안정적인 기업 1Q25 Review: 안정적인 기업,18000,Buy,정홍식,LS증권,14980.0,17580.0,0.1736,0.58,-0.4064,0.9767,0,0.2016,0.9767,0.9767,0.8078
641155,2025-05-16,071050,한국금융지주,운용이익뿐 아니라 전 부문 실적 호조 한국금융지주(071050) 운용이익뿐 아니라 전 부문 실적 호조 운용이익뿐 아니라 전 부문 실적 호조,110000,Buy,전배승,LS증권,94500.0,176500.0,0.8677,0.58,0.2877,0.3955,1,0.164,0.3955,0.3955,0
641154,2025-05-16,025540,한국단자,2025년 상반기 쉬고 하반기 회복 한국단자(025540) 2025년 상반기 쉬고 하반기 회복 2025년 상반기 쉬고 하반기 회복,110000,Buy,정홍식,LS증권,62300.0,61500.0,-0.0128,0.58,-0.5928,0.5591,0,0.7657,0.5591,0.5591,0.7764
641153,2025-05-16,088350,한화생명,비우호적 경영여건 지속 한화생명(088350) 비우호적 경영여건 지속 비우호적 경영여건 지속,2800,Hold,전배승,LS증권,2605.0,3275.0,0.2572,0.58,-0.3228,0.8304,1,0.0749,0.8304,0.8304,0.075
641152,2025-05-16,004370,농심,해외 판촉비 부담 증가 농심(004370) 해외 판촉비 부담 증가 해외 판촉비 부담 증가,500000,Buy,박성호,LS증권,454000.0,431500.0,-0.0496,0.58,-0.6295,0.863,0,0.1013,0.863,0.863,0.798
641151,2025-05-16,003230,삼양식품,1분기 영업이익 +67% YoY 삼양식품(003230) 1분기 영업이익 +67% YoY 1분기 영업이익 +67% YoY,1250000,Buy,박성호,LS증권,1180000.0,1267000.0,0.0737,0.58,-0.5062,0.9864,1,0.0593,0.9864,0.9864,0.8448
641150,2025-05-16,335890,비올,예상 보다 빠른 중국 성장 속도 비올(335890) 예상 보다 빠른 중국 성장 속도 예상 보다 빠른 중국 성장 속도,12000,Buy,조은애,iM증권,9460.0,12500.0,0.3214,0.58,-0.2586,0.9583,1,0.2685,0.9583,0.9583,
641149,2025-05-16,010780,아이에스동서,1Q25 Review: 쉬어가는 중 아이에스동서(010780) 1Q25 Review: 쉬어가는 중 1Q25 Review: 쉬어가는 중,23000,Buy,김세련,LS증권,18880.0,18570.0,-0.0164,0.58,-0.5964,0.8074,0,0.2182,0.8074,0.8074,0.6783
641148,2025-05-16,051600,한전KPS,1Q 쇼크는 다분히 일회성. 심리적 영향도 반영 완료 한전KPS(051600) 1Q 쇼크는 다분히 일회성. 심리적 영향도 반영 완료 1Q 쇼크는 다분히 일회성. 심리적 영향도 반영 완료,52000,Buy,성종화,LS증권,41800.0,52300.0,0.2512,0.58,-0.3288,0.9942,1,0.244,0.9942,0.9942,0.9154
641147,2025-05-16,064350,현대로템,"1Q25 Review: 놀라운 마진율, 기다려지는 신규수주 현대로템(064350) 1Q25 Review: 놀라운 마진율, 기다려지는 신규수주 1Q25 Review: 놀라운 마진율, 기다려지는 신규수주",139000,Buy,최정환,LS증권,113900.0,195900.0,0.7199,0.58,0.14,0.5906,1,0.2204,0.5906,0.5906,0.5504
641146,2025-05-16,052710,아모텍,눈물의 MLCC 아모텍(052710) 눈물의 MLCC 눈물의 MLCC,12000,Buy,"고의영,손우성",iM증권,7613.0,9350.0,0.2282,0.58,-0.3518,0.7792,0,0.5763,0.7792,0.7792,0.4147
