pair_id,label,company,code,date,target,opinion,analyst,broker,acc365,gap_days,acc_diff,idx,title
76,lo,삼성중공업,010140,2025-02-06,18000,Buy,변용진,iM증권,0.4722,0,0.278,638695,"꾸준한 실적상승 기대, 사라진 FLNG 경쟁 삼성중공업(010140) 꾸준한 실적상승 기대, 사라진 FLNG 경쟁 꾸준한 실적상승 기대, 사라진"
77,hi,삼성전자,005930,2025-01-13,82000,매수,"김운호,강민구",IBK투자증권,0.322,7,0.278,638011,4분기 실적 예상치 하회. DS가 원인 삼성전자(005930) 4분기 실적 예상치 하회. DS가 원인 4분기 실적 예상치 하회. DS가 원인
77,lo,삼성전자,005930,2025-01-06,71000,Buy,송명섭,iM증권,0.0437,7,0.278,637766,FY25 실적컨센서스하향조정필요 삼성전자(005930) FY25 실적컨센서스하향조정필요 FY25 실적컨센서스하향조정필요
78,hi,현대차,005380,2025-01-24,330000,매수,"윤혁진,박준형",SK증권,0.4545,0,0.276,638449,관세 한고비 남았다 현대차(005380) 관세 한고비 남았다 관세 한고비 남았다
78,lo,현대차,005380,2025-01-24,280000,Buy,이재일,유진투자증권,0.1786,0,0.276,638456,4Q24 Review: 새로운 시작 현대차(005380) 4Q24 Review: 새로운 시작 4Q24 Review: 새로운 시작
79,hi,현대차,005380,2025-01-24,330000,매수,이현욱,IBK투자증권,0.4545,0,0.276,638442,낮아진 톤 현대차(005380) 낮아진 톤 낮아진 톤
79,lo,현대차,005380,2025-01-24,280000,Buy,이재일,유진투자증권,0.1786,0,0.276,638456,4Q24 Review: 새로운 시작 현대차(005380) 4Q24 Review: 새로운 시작 4Q24 Review: 새로운 시작
80,hi,삼성중공업,010140,2025-01-13,18000,Buy,이서연,상상인증권,0.3917,2,0.276,638071,매 분기 견조해지는 수익성 삼성중공업(010140) 매 분기 견조해지는 수익성 매 분기 견조해지는 수익성
80,lo,삼성중공업,010140,2025-01-15,16000,매수,한승한,SK증권,0.1156,2,0.276,638125,FLNG가 부각될 차례 삼성중공업(010140) FLNG가 부각될 차례 FLNG가 부각될 차례
81,hi,JB금융지주,175330,2024-02-07,13000,Buy,조아해,메리츠증권,0.4923,0,0.274,627808,4Q23 Review: 우려보다는 기대 JB금융지주(175330) 4Q23 Review: 우려보다는 기대 4Q23 지배주주순이익 926억원: 컨
81,lo,JB금융지주,175330,2024-02-07,11000,Hold,정태준,유안타증권,0.2182,0,0.274,627846,"가이던스 부합 예상 JB금융지주(175330) 가이던스 부합 예상 투자의견 HOLD 유지, 목표주가 11,000원으로 상향"
82,hi,DB손해보험,005830,2025-05-15,150000,Buy,조아해,메리츠증권,0.9033,0,0.274,641108,"1Q25 Review: 여전히 높은 배당매력도 DB손해보험(005830) 1Q25 Review: 여전히 높은 배당매력도 1Q25 당기순이익 4,"
82,lo,DB손해보험,005830,2025-05-15,120000,매수,설용진,SK증권,0.6292,0,0.274,641141,우려보다 안정적인 실적 방어는 긍정적 DB손해보험(005830) 우려보다 안정적인 실적 방어는 긍정적 우려보다 안정적인 실적 방어는 긍정적
83,hi,삼성중공업,010140,2024-07-26,16000,Buy,변용진,하이투자증권,0.8206,0,0.272,633223,이렇게 편안한 실적이 있었을까 삼성중공업(010140) 이렇게 편안한 실적이 있었을까 이렇게 편안한 실적이 있었을까
83,lo,삼성중공업,010140,2024-07-26,13000,Buy,배기연,메리츠증권,0.5485,0,0.272,633191,"2Q24 Review: 해양 공사 본격화, 하반기도 성장 기대 삼성중공업(010140) 2Q24 Review: 해양 공사 본격화, 하반기도 성장"
84,hi,DGB금융지주,139130,2025-02-10,11000,매수,설용진,SK증권,0.3173,1,0.271,638751,"예정된 실적 부진, 예상을 넘어서는 주주환원 DGB금융지주(139130) 예정된 실적 부진, 예상을 넘어서는 주주환원 예정된 실적 부진, 예상을"
84,lo,DGB금융지주,139130,2025-02-11,10000,Hold,우도형,유안타증권,0.046,1,0.271,638804,2025년 이익증가율 100% 이상 전망 DGB금융지주(139130) 2025년 이익증가율 100% 이상 전망 2025년 이익증가율 100% 이
85,hi,DGB금융지주,139130,2025-02-10,11000,Buy,전배승,LS증권,0.3173,1,0.271,638742,강화된 주주환원과 25년 큰 폭의 실적개선 DGB금융지주(139130) 강화된 주주환원과 25년 큰 폭의 실적개선 강화된 주주환원과 25년 큰 
85,lo,DGB금융지주,139130,2025-02-11,10000,Hold,우도형,유안타증권,0.046,1,0.271,638804,2025년 이익증가율 100% 이상 전망 DGB금융지주(139130) 2025년 이익증가율 100% 이상 전망 2025년 이익증가율 100% 이
86,hi,DGB금융지주,139130,2025-02-10,11000,매수,설용진,SK증권,0.3173,1,0.271,638751,"예정된 실적 부진, 예상을 넘어서는 주주환원 DGB금융지주(139130) 예정된 실적 부진, 예상을 넘어서는 주주환원 예정된 실적 부진, 예상을"
86,lo,DGB금융지주,139130,2025-02-11,10000,Hold,우도형,유안타증권,0.046,1,0.271,638803,2025년 이익증가율 100% 이상 전망 DGB금융지주(139130) 2025년 이익증가율 100% 이상 전망 2025년 이익증가율 100% 이
87,hi,DGB금융지주,139130,2025-02-10,11000,Buy,전배승,LS증권,0.3173,1,0.271,638742,강화된 주주환원과 25년 큰 폭의 실적개선 DGB금융지주(139130) 강화된 주주환원과 25년 큰 폭의 실적개선 강화된 주주환원과 25년 큰 
87,lo,DGB금융지주,139130,2025-02-11,10000,Hold,우도형,유안타증권,0.046,1,0.271,638803,2025년 이익증가율 100% 이상 전망 DGB금융지주(139130) 2025년 이익증가율 100% 이상 전망 2025년 이익증가율 100% 이
88,hi,SK이노베이션,096770,2024-02-07,140000,Buy,윤용식,한화투자증권,0.8893,0,0.267,627868,수요 성장세 둔화에 배터리 실적 개선 지연 SK이노베이션(096770) 수요 성장세 둔화에 배터리 실적 개선 지연 4Q23 영업이익 726억원(
88,lo,SK이노베이션,096770,2024-02-07,200000,Buy,황성현,유진투자증권,0.6225,0,0.267,627860,과매도 구간 SK이노베이션(096770) 과매도 구간 과매도 구간
89,hi,SK이노베이션,096770,2024-02-07,140000,Buy,윤용식,한화투자증권,0.8893,0,0.267,627868,수요 성장세 둔화에 배터리 실적 개선 지연 SK이노베이션(096770) 수요 성장세 둔화에 배터리 실적 개선 지연 4Q23 영업이익 726억원(
89,lo,SK이노베이션,096770,2024-02-07,200000,Buy,전유진,하이투자증권,0.6225,0,0.267,627791,나두 24년 상반기까진 눈높이 대폭 조정 SK이노베이션(096770) 나두 24년 상반기까진 눈높이 대폭 조정 나두 24년 상반기까진 눈높이 대
90,hi,HD현대일렉트릭,267260,2025-03-31,480000,Buy,성종화,LS증권,0.2667,7,0.267,639886,1Q25 Good Start. 올해도 호실적 지속 전망 HD현대일렉트릭(267260) 1Q25 Good Start. 올해도 호실적 지속 전망 1
90,lo,HD현대일렉트릭,267260,2025-04-07,350000,매수,나민식,SK증권,0.0,7,0.267,640114,AI인프라 투자심리 훼손으로 목표주가 조정 HD현대일렉트릭(267260) AI인프라 투자심리 훼손으로 목표주가 조정 AI인프라 투자심리 훼손으로
91,hi,솔루스첨단소재,336370,2025-07-24,10000,Hold,정원석,iM증권,0.705,0,0.264,642652,당분간 보수적인 관점에서 접근 솔루스첨단소재(336370) 당분간 보수적인 관점에서 접근 당분간 보수적인 관점에서 접근
91,lo,솔루스첨단소재,336370,2025-07-24,16000,Buy,한병화,유진투자증권,0.4406,0,0.264,642675,"핵심 고객 부진, 신규 고객 확보는 긍정적 솔루스첨단소재(336370) 핵심 고객 부진, 신규 고객 확보는 긍정적 핵심 고객 부진, 신규 고객 "
92,hi,JB금융지주,175330,2025-04-25,23000,매수,설용진,SK증권,0.7522,0,0.263,640672,다시 한번 눈이 가는 건전성 JB금융지주(175330) 다시 한번 눈이 가는 건전성 다시 한번 눈이 가는 건전성
92,lo,JB금융지주,175330,2025-04-25,19000,Hold,전배승,LS증권,0.4895,0,0.263,640659,주주환원 확대에도 자산건전성 부담 가중 JB금융지주(175330) 주주환원 확대에도 자산건전성 부담 가중 주주환원 확대에도 자산건전성 부담 가중
93,hi,SK오션플랜트,100090,2024-11-15,22000,Buy,문경원,메리츠증권,0.9182,4,0.263,636697,3Q24 Review: 새 판이 깔렸다 SK오션플랜트(100090) 3Q24 Review: 새 판이 깔렸다  3Q24 연결 영업이익은 152억
93,lo,SK오션플랜트,100090,2024-11-11,30000,Buy,한병화,유진투자증권,0.6557,4,0.263,636477,대만발 대형 정책 호재 확정 SK오션플랜트(100090) 대만발 대형 정책 호재 확정 대만발 대형 정책 호재 확정
94,hi,엔씨소프트,036570,2024-02-13,230000,중립,남효지,SK증권,0.757,0,0.26,627958,주가 방향성의 변곡점은 TL 의 글로벌 성공 엔씨소프트(036570) 주가 방향성의 변곡점은 TL 의 글로벌 성공 주가 방향성의 변곡점은 TL 
94,lo,엔씨소프트,036570,2024-02-13,350000,Buy,"이효진,강하라",메리츠증권,0.4974,0,0.26,627969,배수진을 칠 때 엔씨소프트(036570) 배수진을 칠 때 배수진을 칠 때
95,hi,비에이치,090460,2025-05-09,18500,매수,"박형우,권민규",SK증권,0.2595,2,0.26,640891,저평가 우량주의 2026년 성장동력 비에이치(090460) 저평가 우량주의 2026년 성장동력 저평가 우량주의 2026년 성장동력
95,lo,비에이치,090460,2025-05-07,15000,Buy,"고의영,손우성",iM증권,0.0,2,0.26,640839,어려운 영업환경 비에이치(090460) 어려운 영업환경 어려운 영업환경
96,hi,유한양행,000100,2024-05-02,125000,Buy,이희영,대신증권,0.908,0,0.259,630636,"부진한 실적, 하지만 R&D 모멘텀은 유효 유한양행(000100) 부진한 실적, 하지만 R&D 모멘텀은 유효 부진한 실적, 하지만 R&D 모멘텀"
96,lo,유한양행,000100,2024-05-02,84000,Buy,장민환,하이투자증권,0.6488,0,0.259,630630,"1Q24 Review: 아쉽지만, 명확한 상저하고 유한양행(000100) 1Q24 Review: 아쉽지만, 명확한 상저하고 1Q24 Review"
97,hi,이마트,139480,2025-02-12,100000,Buy,이진협,한화투자증권,0.824,0,0.258,638898,4Q24 Review : Road to 1조원 이마트(139480) 4Q24 Review : Road to 1조원 4Q24 Review 25년 
97,lo,이마트,139480,2025-02-12,82000,Buy,오린아,LS증권,0.5659,0,0.258,638853,4Q24 Review: 일회성 영향 이마트(139480) 4Q24 Review: 일회성 영향 4Q24 Review: 일회성 영향
98,hi,신세계,004170,2025-04-07,190000,Buy,이해니,유진투자증권,0.3632,3,0.258,640084,1Q25 Preview: 기대치는 낮아졌다 신세계(004170) 1Q25 Preview: 기대치는 낮아졌다 1Q25 Preview: 기대치는 낮
98,lo,신세계,004170,2025-04-10,180000,Buy,오린아,LS증권,0.1056,3,0.258,640217,1Q25 Preview: 1분기가 저점 신세계(004170) 1Q25 Preview: 1분기가 저점 1Q25 Preview: 1분기가 저점
99,hi,카카오게임즈,293490,2024-08-08,17000,Hold,정의훈,유진투자증권,0.9806,0,0.256,633749,21년 이후 가장 부진한 모바일 성적 카카오게임즈(293490) 21년 이후 가장 부진한 모바일 성적 21년 이후 가장 부진한 모바일 성적
99,lo,카카오게임즈,293490,2024-08-08,23000,Buy,윤예지,하이투자증권,0.7248,0,0.256,633611,기대작은 25년도에 카카오게임즈(293490) 기대작은 25년도에 기대작은 25년도에
100,hi,SK오션플랜트,100090,2024-05-20,22000,Buy,"문경원,윤동준",메리츠증권,0.9568,0,0.255,631286,1Q24 Review: 지금이 매수 적기 SK오션플랜트(100090) 1Q24 Review: 지금이 매수 적기 1Q24 Review: 지금이 매
100,lo,SK오션플랜트,100090,2024-05-20,30000,Buy,한병화,유진투자증권,0.7017,0,0.255,631308,1분기 부진했으나 2분기부터 회복세 SK오션플랜트(100090) 1분기 부진했으나 2분기부터 회복세 1분기 부진했으나 2분기부터 회복세
101,hi,코리안리,003690,2025-05-19,11000,매수,설용진,SK증권,0.7082,0,0.253,641194,고액 사고에도 양호한 실적 기록 코리안리(003690) 고액 사고에도 양호한 실적 기록 고액 사고에도 양호한 실적 기록
101,lo,코리안리,003690,2025-05-19,9200,Hold,김도하,한화투자증권,0.4554,0,0.253,641226,속도는 더디지만 방향성은 확실히 좋다 코리안리(003690) 속도는 더디지만 방향성은 확실히 좋다 속도는 더디지만 방향성은 확실히 좋다
102,hi,현대차,005380,2025-01-24,380000,Buy,이현수,유안타증권,0.6579,0,0.252,638497,숫자로는 충분히 증명했던 '24년 현대차(005380) 숫자로는 충분히 증명했던 '24년 숫자로는 충분히 증명했던 '24년
102,lo,현대차,005380,2025-01-24,320000,Buy,조희승,iM증권,0.4062,0,0.252,638464,4Q24 Review: 강달러의 역풍 현대차(005380) 4Q24 Review: 강달러의 역풍 4Q24 Review: 강달러의 역풍
103,hi,삼성E&A,028050,2025-04-25,30000,Buy,김세련,LS증권,0.25,0,0.25,640666,1Q25 Review: 채워나갈 빈자리 삼성E&A(028050) 1Q25 Review: 채워나갈 빈자리 1Q25 Review: 채워나갈 빈자리
103,lo,삼성E&A,028050,2025-04-25,26000,Buy,송유림,한화투자증권,0.0,0,0.25,640654,[1Q25 Review] 아래보단 위를 볼 때 삼성E&A(028050) [1Q25 Review] 아래보단 위를 볼 때 1Q25 Review: 영
104,hi,KCC,002380,2025-07-07,400000,매수,이동욱,IBK투자증권,0.82,3,0.25,642226,정부의 민간 ZEB 인증 의무화로 인한 수혜 전망 KCC(002380) 정부의 민간 ZEB 인증 의무화로 인한 수혜 전망 정부의 민간 ZEB 인
104,lo,KCC,002380,2025-07-04,342000,Hold,정경희,LS증권,0.5702,3,0.25,642204,"한조양 EB발행 및 기업가치 제고 계획, 아쉬운 점들 KCC(002380) 한조양 EB발행 및 기업가치 제고 계획, 아쉬운 점들 한조양 EB발행"
105,hi,JB금융지주,175330,2024-10-24,21000,매수,설용진,SK증권,0.9452,0,0.248,635829,"우려는 줄고, 기대는 커지고 JB금융지주(175330) 우려는 줄고, 기대는 커지고 우려는 줄고, 기대는 커지고"
105,lo,JB금융지주,175330,2024-10-24,17000,Hold,전배승,LS증권,0.6971,0,0.248,635828,대손비용 감소로 호실적 지속 JB금융지주(175330) 대손비용 감소로 호실적 지속 대손비용 감소로 호실적 지속
106,hi,CJ,001040,2024-07-09,160000,Buy,"양지환,이지니",대신증권,0.9919,6,0.248,632693,"K-Beauty, K-Food 인기 궁금하면 나한테 물어봐 CJ(001040) K-Beauty, K-Food 인기 궁금하면 나한테 물어봐 K-B"
106,lo,CJ,001040,2024-07-15,140000,매수,최관순,SK증권,0.7436,6,0.248,632858,가격 메리트 발생 CJ(001040) 가격 메리트 발생 가격 메리트 발생
107,hi,현대차,005380,2025-04-25,310000,Buy,김성래,한화투자증권,0.3452,0,0.245,640662,"[1Q25 Review] 현재 시총 48조원, 향후 3년간 자사주 매입 4조원 현대차(005380) [1Q25 Review] 현재 시총 48조원"
107,lo,현대차,005380,2025-04-25,270000,매수,"윤혁진,박준형",SK증권,0.1,0,0.245,640671,관세 영향은 온통 불확실 현대차(005380) 관세 영향은 온통 불확실 관세 영향은 온통 불확실
108,hi,현대건설,000720,2024-07-22,51000,Buy,장윤석,유안타증권,0.6843,0,0.245,633077,긍정과 부정이 혼재된 수익성 현대건설(000720) 긍정과 부정이 혼재된 수익성 긍정과 부정이 혼재된 수익성
108,lo,현대건설,000720,2024-07-22,43000,Buy,"송유림,이다연",한화투자증권,0.4395,0,0.245,633081,[2Q24 Review] 얽힌 실타래를 풀어보자 현대건설(000720) [2Q24 Review] 얽힌 실타래를 풀어보자 [2Q24 Review]
109,hi,현대건설,000720,2024-07-22,51000,Buy,장윤석,유안타증권,0.6843,0,0.245,633077,긍정과 부정이 혼재된 수익성 현대건설(000720) 긍정과 부정이 혼재된 수익성 긍정과 부정이 혼재된 수익성
109,lo,현대건설,000720,2024-07-22,43000,Buy,김세련,LS증권,0.4395,0,0.245,633055,2Q24 Review: 이익의 지평선 현대건설(000720) 2Q24 Review: 이익의 지평선 2Q24 Review: 이익의 지평선
110,hi,SK오션플랜트,100090,2024-08-16,22000,Buy,문경원,메리츠증권,0.9182,0,0.245,633876,2Q24 Review: 실적 쳌! SK오션플랜트(100090) 2Q24 Review: 실적 쳌! 이익과 수주 모두 반등 시작
110,lo,SK오션플랜트,100090,2024-08-16,30000,Buy,한병화,유진투자증권,0.6733,0,0.245,633932,국내외 수주 환경 크게 개선 SK오션플랜트(100090) 국내외 수주 환경 크게 개선 국내외 수주 환경 크게 개선
111,hi,LG유플러스,032640,2025-04-14,13000,Buy,이승웅,유안타증권,0.6562,0,0.244,640341,"실적 U턴 신호, 성장 ON LG유플러스(032640) 실적 U턴 신호, 성장 ON 실적 U턴 신호, 성장 ON"
111,lo,LG유플러스,032640,2025-04-14,11000,Hold,"정지수,박건영",메리츠증권,0.4118,0,0.244,640328,오랜만에 걱정 없는 분기 LG유플러스(032640) 오랜만에 걱정 없는 분기 오랜만에 걱정 없는 분기
112,hi,에코프로비엠,247540,2024-08-01,135000,Sell,"정원석,손우성",하이투자증권,0.7948,0,0.242,633433,실적 추정치 하향으로 밸류에이션 부담 여전 에코프로비엠(247540) 실적 추정치 하향으로 밸류에이션 부담 여전 실적 추정치 하향으로 밸류에이션
112,lo,에코프로비엠,247540,2024-08-01,194000,Hold,이안나,유안타증권,0.5531,0,0.242,633469,2Q24 Review: 아직 남은 불확실성 2Q24 에코프로비엠(247540) 2Q24 Review: 아직 남은 불확실성 2Q24 2Q24 Re
113,hi,에스엠,041510,2024-05-08,120000,Buy,박수영,한화투자증권,0.9792,1,0.242,630824,"크레센도! 에스엠(041510) 크레센도! 1Q24 Review: 본업은 선방, 신설 자회사 투입 비용 영향"
113,lo,에스엠,041510,2024-05-09,100000,Buy,이환욱,유안타증권,0.737,1,0.242,630922,1Q24 실적 리뷰: 영업이익 컨센서스 하회 에스엠(041510) 1Q24 실적 리뷰: 영업이익 컨센서스 하회 1Q24 Review: 매출액 +
114,hi,이마트,139480,2025-02-12,100000,Buy,이진협,한화투자증권,0.824,0,0.241,638898,4Q24 Review : Road to 1조원 이마트(139480) 4Q24 Review : Road to 1조원 4Q24 Review 25년 
114,lo,이마트,139480,2025-02-12,83000,Buy,남성현,IBK투자증권,0.5831,0,0.241,638910,본격적인 턴 어라운드 이마트(139480) 본격적인 턴 어라운드 4분기 실적 긍정적
115,hi,엔씨소프트,036570,2024-04-08,220000,marketperform,이지은,대신증권,0.6291,1,0.241,629636,쉬어가는 상반기 엔씨소프트(036570) 쉬어가는 상반기 쉬어가는 상반기
115,lo,엔씨소프트,036570,2024-04-09,350000,Buy,이효진,메리츠증권,0.3883,1,0.241,629749,"밖에서 제시될 새로운 기준 엔씨소프트(036570) 밖에서 제시될 새로운 기준 신작 없는 1분기, 감익 기조 유지"
116,hi,두산,000150,2025-07-28,830000,Buy,양승수,메리츠증권,0.7398,0,0.234,642733,2025년 PER 기준 전자BG 14.5배 vs 글로벌 AI MLB/CCL 24.9배 두산(000150) 2025년 PER 기준 전자BG 14.
116,lo,두산,000150,2025-07-28,700000,Buy,"이상헌,장호",iM증권,0.5057,0,0.234,642728,AI 수요 증가 및 상법개정 수혜 두산(000150) AI 수요 증가 및 상법개정 수혜 AI 수요 증가 및 상법개정 수혜
117,hi,SK하이닉스,000660,2024-11-28,300000,매수,"한동희,박제민",SK증권,0.2333,1,0.233,637074,체질 개선에 대한 의지 SK하이닉스(000660) 체질 개선에 대한 의지 체질 개선에 대한 의지
117,lo,SK하이닉스,000660,2024-11-27,250000,Buy,김광진,한화투자증권,0.0,1,0.233,637063,수요 양극화 심화 구간에서 부각될 HBM 경쟁력 SK하이닉스(000660) 수요 양극화 심화 구간에서 부각될 HBM 경쟁력 4Q24 영업이익 7
118,hi,이마트,139480,2024-05-17,85000,매수,이진협,한화투자증권,0.9941,3,0.233,631255,1Q24 Review : 이제는 본업 실적 턴어라운드에 초점을 맞출 시점 이마트(139480) 1Q24 Review : 이제는 본업 실적 턴어라
118,lo,이마트,139480,2024-05-20,70000,중립,남성현,IBK투자증권,0.7614,3,0.233,631317,조심스럽게 전망한 수치를 넘어선 실적 이마트(139480) 조심스럽게 전망한 수치를 넘어선 실적 조심스럽게 전망한 수치를 넘어선 실적
119,hi,한화시스템,272210,2025-07-31,64000,Buy,최정환,LS증권,0.9766,1,0.232,642847,"2Q25 Review: 필리조선소 비용 반영, 26년을 기대 한화시스템(272210) 2Q25 Review: 필리조선소 비용 반영, 26년을 기"
119,lo,한화시스템,272210,2025-07-30,74000,Buy,배성조,한화투자증권,0.7446,1,0.232,642808,"[2Q25 Review] 예견된 성장통, 더 강해질 필리 한화시스템(272210) [2Q25 Review] 예견된 성장통, 더 강해질 필리 2Q"
120,hi,크래프톤,259960,2024-01-10,270000,Buy,이효진,메리츠증권,0.7926,2,0.232,627000,2025 년까지 신작 모멘텀 확보 크래프톤(259960) 2025 년까지 신작 모멘텀 확보 4분기 실적은 무난
120,lo,크래프톤,259960,2024-01-08,230000,Buy,이지은,대신증권,0.5609,2,0.232,626869,"4분기부터 신작, 인도 지역 확장 준비 크래프톤(259960) 4분기부터 신작, 인도 지역 확장 준비 4분기부터 신작, 인도 지역 확장 준비"
