label,file,pages,chars,hangul_ratio,images,quality,first_page_chars,num_density,formal_score,formal_score_1p,매출_추정,영업이익_추정,순이익_추정,분기_추정,추정연도_표기,목표주가_명시,투자의견_명시,업종대비_관점,추정치_조정명시,밸류에이션_배수,리스크_명시,가정_민감도,매출_추정__1p,영업이익_추정__1p,순이익_추정__1p,분기_추정__1p,추정연도_표기__1p,목표주가_명시__1p,투자의견_명시__1p,업종대비_관점__1p,추정치_조정명시__1p,밸류에이션_배수__1p,리스크_명시__1p,가정_민감도__1p
lo,LS_006260_iM증권_이상헌_2025-01-06_637771,7,8492,0.296,10,정상,2700,74.31,7,7,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
lo,SK오션플랜트_100090_유진투자증권_한병화_2024-05-20_631308,7,14770,0.167,12,정상,1590,105.48,10,8,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,SK오션플랜트_100090_유진투자증권_한병화_2024-08-16_633932,9,17711,0.176,12,정상,1592,105.87,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,SK오션플랜트_100090_유진투자증권_한병화_2024-11-11_636477,6,12395,0.22,12,정상,1565,100.61,9,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
lo,SK이노베이션_096770_유진투자증권_황성현_2024-02-07_627860,9,13502,0.215,13,정상,1783,93.99,11,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
lo,SK이노베이션_096770_하이투자증권_전유진_2024-02-07_627791,7,12301,0.239,9,정상,2916,93.08,9,9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
lo,SK텔레콤_017670_유진투자증권_이찬형_2025-07-07_642214,7,11840,0.204,36,정상,1957,99.92,12,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
lo,SK하이닉스_000660_iM증권_송명섭_2024-09-30_635117,4,7765,0.213,10,정상,1429,106.5,9,8,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
lo,SK하이닉스_000660_한화투자증권_김광진_2024-11-27_637063,6,12250,0.189,4,정상,2122,97.88,11,11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
lo,고려아연_010130_유안타증권_이현수_2024-01-11_627075,6,13467,0.186,7,정상,2192,102.99,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,고려아연_010130_유안타증권_이현수_2024-06-28_632410,6,13393,0.185,7,정상,2175,102.74,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,넷마블_251270_SK증권_남효지_2024-05-10_630988,5,10318,0.205,13,정상,2177,107.0,10,9,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
lo,넷마블_251270_유안타증권_이창영_2024-05-13_631045,7,12608,0.208,9,정상,2061,90.82,11,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
lo,넷마블_251270_하이투자증권_윤예지_2024-05-10_630935,4,8566,0.262,4,정상,2449,85.34,9,9,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
lo,넷마블_251270_하이투자증권_윤예지_2024-05-30_631667,4,6003,0.273,4,정상,1324,111.78,8,8,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,넷마블_251270_한화투자증권_김소혜_2024-05-10_630946,5,9431,0.24,1,정상,1918,102.22,9,9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
lo,"두산_000150_iM증권_이상헌,장호_2025-07-28_642728",7,10717,0.328,7,정상,2917,64.48,9,9,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
lo,롯데쇼핑_023530_LS증권_오린아_2025-05-12_640950,5,11844,0.206,7,정상,2226,94.39,10,9,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
lo,롯데쇼핑_023530_대신증권_유정현_2025-05-12_640985,5,11602,0.211,27,정상,2586,96.19,10,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
lo,"롯데쇼핑_023530_유안타증권_이승은,김도엽_2025-05-12_641020",6,11846,0.207,8,정상,1953,87.37,10,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
lo,"비에이치_090460_iM증권_고의영,손우성_2025-05-07_640839",5,9352,0.258,5,정상,2796,87.79,10,10,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
lo,삼성E&A_028050_한화투자증권_송유림_2025-04-25_640654,5,7154,0.263,1,정상,1581,90.86,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
lo,삼성SDI_006400_LS증권_정경희_2025-04-03_640002,5,9725,0.237,10,정상,1476,86.89,10,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
lo,"삼성전자_005930_iM증권_송명섭,손우성_2025-01-09_637921",7,17958,0.179,10,정상,2842,119.33,10,10,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
lo,삼성전자_005930_iM증권_송명섭_2025-01-06_637766,5,13928,0.146,10,정상,1542,139.5,9,9,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
lo,삼성중공업_010140_SK증권_한승한_2025-01-15_638125,6,10324,0.218,19,정상,2278,104.32,9,8,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,삼성중공업_010140_SK증권_한승한_2025-02-06_638718,6,10263,0.225,19,정상,2349,103.97,9,8,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,삼성중공업_010140_iM증권_변용진_2025-02-06_638695,5,9135,0.277,5,정상,2835,76.08,11,10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
lo,삼성중공업_010140_메리츠증권_배기연_2024-07-26_633191,7,14375,0.293,2,정상,2090,72.49,8,7,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
lo,삼성중공업_010140_상상인증권_이서연_2025-01-13_638071,4,8084,0.243,171,정상,1734,87.58,8,8,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,삼성화재_000810_한화투자증권_김도하_2025-02-04_638616,3,4105,0.442,6,정상,1295,52.62,4,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
lo,삼성화재_000810_한화투자증권_김도하_2025-02-12_638895,6,11372,0.237,9,정상,2270,101.04,11,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
lo,솔루스첨단소재_336370_유진투자증권_한병화_2025-07-24_642675,6,14552,0.161,12,정상,1518,103.97,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,신세계_004170_LS증권_오린아_2025-02-06_638710,4,11007,0.212,6,정상,2237,100.12,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,신세계_004170_LS증권_오린아_2025-04-10_640217,4,11000,0.207,6,정상,2134,101.64,10,10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
lo,에스엠_041510_유안타증권_이환욱_2024-05-09_630922,6,12367,0.22,7,정상,2216,91.7,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,에코프로비엠_247540_메리츠증권_노우호_2024-08-01_633453,4,8929,0.239,2,정상,2324,79.74,9,9,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
lo,에코프로비엠_247540_유안타증권_이안나_2024-08-01_633469,5,10095,0.218,6,정상,1983,95.49,10,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
lo,"엔씨소프트_036570_메리츠증권_이효진,강하라_2024-02-13_627969",7,14483,0.2,2,정상,2336,97.91,7,7,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0
lo,엔씨소프트_036570_메리츠증권_이효진_2024-04-09_629749,6,12187,0.218,2,정상,2295,91.49,8,8,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0
lo,엔씨소프트_036570_메리츠증권_이효진_2025-05-15_641115,5,11892,0.242,2,정상,2288,86.02,7,6,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0
lo,유한양행_000100_IBK투자증권_이선경_2024-05-02_630658,4,9992,0.2,4,정상,2428,99.38,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,유한양행_000100_유안타증권_하현수_2024-02-07_627852,6,9803,0.23,9,정상,2043,96.2,10,9,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
lo,유한양행_000100_하이투자증권_장민환_2024-05-02_630630,6,10332,0.278,9,정상,2712,80.82,10,10,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
lo,이마트_139480_IBK투자증권_남성현_2024-05-20_631317,5,11030,0.198,5,정상,2383,100.54,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,이마트_139480_IBK투자증권_남성현_2025-02-12_638910,5,11222,0.189,6,정상,2254,104.79,9,9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
lo,이마트_139480_LS증권_오린아_2025-02-12_638853,5,12655,0.188,7,정상,2209,102.02,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,카카오게임즈_293490_하이투자증권_윤예지_2024-08-08_633611,9,17837,0.169,13,정상,2962,107.36,10,9,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
lo,카카오뱅크_323410_대신증권_박혜진_2024-02-07_627842,6,12209,0.203,1,정상,2208,100.58,10,9,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
lo,카카오뱅크_323410_메리츠증권_조아해_2024-05-08_630850,5,9634,0.222,2,정상,2146,99.34,6,6,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0
lo,카카오뱅크_323410_이베스트증권_전배승_2024-05-09_630901,5,8056,0.285,20,정상,1990,98.68,9,9,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
lo,코리안리_003690_한화투자증권_김도하_2025-05-19_641226,6,9901,0.263,7,정상,2002,97.26,10,9,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
lo,펄어비스_263750_SK증권_남효지_2024-05-13_631067,4,9103,0.211,11,정상,2118,113.7,10,10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
lo,풍산_103140_유안타증권_이현수_2024-06-28_632419,6,11235,0.214,7,정상,2225,98.53,11,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
lo,한국가스공사_036460_유진투자증권_황성현_2024-08-12_633691,8,12693,0.202,18,정상,1714,95.01,10,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
lo,한화_000880_유안타증권_이승웅_2024-05-27_631540,7,11232,0.211,9,정상,2150,90.81,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,한화생명_088350_메리츠증권_조아해_2024-02-22_628328,5,8611,0.241,4,정상,2075,75.25,7,6,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1
lo,한화생명_088350_한화투자증권_김도하_2024-02-22_628336,6,10921,0.247,10,정상,2146,98.25,9,8,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
lo,한화시스템_272210_한화투자증권_배성조_2025-07-30_642808,8,13443,0.241,21,정상,2136,94.03,9,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,현대건설_000720_IBK투자증권_조정현_2024-07-22_633057,5,10800,0.187,5,정상,2261,106.85,10,8,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
lo,현대건설_000720_LS증권_김세련_2024-07-22_633055,4,7316,0.243,1,정상,1701,91.85,10,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
lo,현대건설_000720_iM증권_김세련_2024-10-23_635770,5,11878,0.211,7,정상,2360,100.35,10,8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
lo,"현대건설_000720_한화투자증권_송유림,이다연_2024-07-22_633081",4,7316,0.243,1,정상,1701,91.85,10,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
lo,"현대차_005380_SK증권_윤혁진,박준형_2025-04-25_640671",7,12039,0.235,18,정상,2372,88.05,11,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
lo,현대차_005380_iM증권_조희승_2025-01-24_638464,8,14538,0.185,12,정상,3164,92.65,11,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
lo,현대차_005380_대신증권_김귀연_2025-01-24_638473,10,24375,0.118,4,폰트깨짐,2514,102.69,11,11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
lo,현대차_005380_유진투자증권_이재일_2025-01-13_637988,6,13974,0.148,8,정상,1784,112.49,11,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0
lo,현대차_005380_유진투자증권_이재일_2025-01-24_638456,9,15634,0.183,11,정상,1723,107.65,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
lo,"현대차_005380_한화투자증권_김성래,권지우_2025-01-24_638505",8,14044,0.202,8,정상,2411,90.71,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
lo,현대해상_001450_SK증권_설용진_2025-05-15_641137,4,9498,0.203,10,정상,2336,98.44,9,8,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
lo,현대해상_001450_한화투자증권_김도하_2024-11-15_636713,7,11751,0.233,7,정상,2176,95.31,11,9,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
lo,호텔신라_008770_한화투자증권_이진협_2025-04-28_640757,5,9662,0.233,1,정상,2028,98.22,9,9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
