label,rank,score,company,code,subtitle,date,opinion,analyst,broker,target_price,price_then,pid
bad,19,-256,성일하이텍,365340,흑자전환 가능성이 보인다,2026-03-30,단기매수,이현욱,IBK투자증권,"60,000","28,050",817413
bad,20,-246,포스코퓨처엠,003670,실적대비 높은 기대감,2026-05-12,보유,정경희,LS증권,"266,000","137,700",821805
bad,21,-244,S-Oil,010950,"호실적+환원 증가 가능성, 최근 주가 상승에 반영",2026-07-13,보유,정경희,LS증권,"140,000","127,300",835857
bad,22,-232,GS건설,006360,대형원전 주간사 가능성에 주목,2026-04-08,매수유지,류태환,유진투자증권,"38,000","23,450",818143
bad,23,-229,LX하우시스,108670,리테일 판매의 힘,2026-05-04,매수,김세련,LS증권,"43,000","31,050",820739
bad,24,-201,케이티스카이라이프,053210,성장을 위한 다양한 변화,2026-02-19,보유,"정지수,박건영",메리츠증권,"5,300","4,030",815639
bad,25,-193,미래에셋증권,006800,예정된 대규모 투자자산 평가이익 반영,2026-03-31,보유,"강승건,이광준",KB증권,"63,000","34,550",817461
bad,26,-192,솔루스첨단소재,336370,고객사 확장되며 풀캐파 가동 전망,2026-06-12,매수유지,"이용욱,배성조",한화투자증권,"12,500","6,430",824161
bad,27,-185,삼성에피스홀딩스,0126Z0,"보수적인 가이던스, 서프라이즈를 기대하며 (NDR 후기)",2026-02-09,중립,"김선아,유창근",하나증권,"610,000","375,000",814720
bad,28,-182,미래에셋증권,006800,우주를 품은 증권주,2026-05-13,보유,전배승,LS증권,"75,000","34,550",821964
bad,29,-182,미래에셋증권,006800,주식배당: 성장과 재투자를 위한 주주환원,2026-02-25,보유,전배승,LS증권,"75,000","34,550",816089
bad,30,-159,한온시스템,018880,비용 효율화에 따른 수익성 개선,2026-05-07,보유,이상현,BNK투자증권,"5,000","3,305",821073
bad,31,-158,한국전력공사,015760,배당은 아쉽지만 원전 모멘텀은 유효하다,2026-02-27,단기매수,최규헌,신한투자증권,"60,000","34,800",816226
bad,32,-157,미래에셋증권,006800,[4Q25 Review] All about Space X,2026-02-10,시장평균,"박혜진,권용수",대신증권,"53,000","34,550",814959
bad,33,-149,쎄트렉아이,099320,1Q26 Preview: 역대 최대 규모 수주 확보,2026-04-28,매수유지,백영찬,상상인증권,"200,000","64,300",820027
bad,34,-140,비나텍,126340,지속되는 사세 확장,2026-05-22,매수,안주원,DS투자증권,"177,000","56,500",822963
bad,35,-138,한국전력공사,015760,하반기로 갈수록 연료가격 상승영향 본격화,2026-05-14,중립,나민식,SK증권,"40,000","34,800",822120
